HL,1,yellow,N,X,0,300,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,131,17,0,0,35,0,0,0,0,0,0,0,0,30,95,73,9,0,0,0,0,0,0,176,42,0,320,264,364,55,0,27,0,0,0,56,0,0,32,0,0,0,0,0,23,0,71,279,0,0,0,0,0,0,0,0,48,0,0,0,0,36,0,23,107,37,48,0,42,0,0,0,0,0,0,0,0,60,22,0,10,0,0,46,5,106,0,0,0,0,0,0,0,0,0,16,0,123,192,0,0,0,0,0,42,59,0,118,0,0,0,0,0,0,0,0,248,355,353,450,450,412,0,41,450,450,561,554,241,172,0,106,70,0,0,0,59,0,239,401,450,339,24,107,0,0,45,0,0,0,0
HL,1,orange,R,L,4675,0,6850,0,107,895,1189,478,1350,921,989,1158,831,531,88,0,0,398,226,0,0,81,393,0,338,265,326,0,0,0,250,900,900,543,450,303,627,843,900,727,900,645,326,450,450,450,450,414,0,145,0,359,124,56,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67,450,699,450,450,450,610,450,401,0,0,77,450,450,450,450,450,470,900,900,481,31,0,0,0,0,0,0,0,0,0,38,203,0,195,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,432,450,450,675,86,132,88,95,0,0,101,381,0,0,333,469,299,341,0,137,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,71,450,450,450,450,450,450,450,450,450,23,0,0,0,0,0,91,0,0,0,0,0,0
HL,1,red,N,X,275,1225,0,0,0,0,0,0,0,0,0,53,0,11,0,44,0,0,0,0,0,0,0,0,0,0,0,0,48,7,64,0,0,0,0,0,32,0,178,0,0,21,8,0,0,0,0,25,26,0,0,0,0,0,0,11,0,0,0,0,0,0,58,64,61,6,0,0,0,0,0,0,0,0,0,0,16,391,319,320,47,0,17,0,0,0,0,0,0,0,0,0,24,30,0,0,0,0,0,23,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,14,0,0,0,0,0,0,58,399,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,17,450,450,450,42,0,0,0,0,0,0,13,0,323,265,0,0,0,0,0,0,0
HL,1,purple,G,H,0,1875,0,15200,0,0,0,0,277,19,0,59,450,417,1133,1391,1237,901,995,1155,781,810,889,727,450,450,474,900,815,900,718,475,390,450,598,900,871,39,309,450,450,450,198,450,498,468,450,450,393,352,450,450,450,504,801,900,551,787,900,900,900,782,700,638,52,297,450,450,399,450,365,117,0,0,194,0,0,109,77,83,69,0,39,120,450,450,450,313,450,450,323,0,0,107,450,450,450,450,450,450,450,586,450,450,362,282,450,450,690,900,900,900,900,778,115,259,871,708,518,900,335,178,225,128,92,28,0,0,343,473,450,450,450,450,450,450,450,272,131,0,103,333,121,0,0,0,0,315,208,38,0,0,0,0,0,20,44,346,0,0,0,1,62,0,0,0,0,303,581,450,279,0,0,99,450,450,315,0,83,189,88,0,0,41
HL,1,blue,N,X,700,325,200,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,104,0,0,0,0,52,0,0,0,0,0,24,0,0,0,0,9,0,0,0,0,43,36,0,0,0,0,125,450,450,450,121,0,0,0,0,0,0,0,0,0,43,28,0,0,55,63,17,0,0,0,21,16,47,0,0,0,18,0,0,0,0,16,0,0,38,0,0,0,0,33,0,0,0,0,0,0,0,17,38,0,25,0,0,0,0,58,24,0,70,0,0,0,0,0,0,0,0,0,0,0,22,24,152,0,0,0,81,219,39,0,0,0,0,0,0,0,0,0,0,34,63,0,0,52,0,0,0,238,450,227
HL,1,green,N,X,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,106,171,0,0,14,0,0,48,19,0,0,374,100,0,0,0,0,42,258,0,0,0,0,21,0,0,0,47,0,0,0,62,140,0,0,0,0,0,0,0,0,0,151,44,192,450,450,229,0,404,406,129,0,0,0,0,0,252,0,62,0,0,0,0,62,0,0,0,75,0,0,0,68,450,450,129,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,34,0,101,60,0,0,0,0,0,0,0,0,114,5,0,0,0,31,193,59,123,192,0,0,0,48,0,0,0,95,372,420,268,0,0,0,0,0,0,0,55,0,0,5,59,0,0,169,155,271,392,31,101,305,0,0,0,0,0,0,0,0,0,0,0,344,399,297,341,198
HL,2,yellow,N,X,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,21,73,450,358,301,301,383,145,450,450,450,381,160,117,0,0,0,0,5,42,0,0,0,0,22,62,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,96,0,0,300,450,152,0,0,0,0,0,0,418,255,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,68,324,0,0,0,0,0,0,0,272,408,0,0,34,0,0,13,21,0,0,2,63,0,0,0,0,0,0,0,224,450,450,413,59,0,0,32,0,0,302,150,0,0,36,0,0,0,0,0,31,0,0,0,84,0,0,0,43,0
HL,2,orange,N,X,275,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,83,0,0,0,0,0,9,133,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,16,0,0,0,10,20,0,0,8,26,24,0,0,0,0,25,25,19,0,3,0,0,8,0,0,42,0,0,0,15,0,84,0,0,23,77,0,0,74,0,0,0,0,21,0,0,38,34,32,0,0,29,0,0,0,64,450,450,450,450,450,450,450,450,450,136,278,450,115,450,110,95,0,52,232,45,190,164,51,0,0,92,0,94,0,30,158,420,425,603,590,331,181,450,189,450,441,229,144,47,386,30,0,0,0,393,248,231,167,439,419,305,505,450,159,83,109,0,0,38,0,0,0,0,82,12,0,0,0,0,117
HL,2,red,R,L,2650,0,2050,0,0,0,0,0,0,0,237,450,450,450,450,450,616,1033,450,419,241,450,450,450,663,900,832,263,100,93,0,0,0,0,0,0,0,0,0,131,450,450,450,878,900,823,675,450,352,450,450,450,98,0,55,0,0,0,0,0,374,450,375,0,181,198,464,209,294,128,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,174,182,133,6,0,0,0,0,107,812,450,450,450,137,407,450,450,302,450,765,89,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,171,89,19,0,0,0,105,450,450,450,450,450,450,450,450,339,82,0,0,0,49,450
HL,2,purple,N,X,325,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,25,0,0,0,60,56,0,0,0,22,0,0,0,0,0,13,140,0,0,436,450,450,401,0,0,0,0,62,60,464,450,410,41,146,0,0,0,0,68,0,0,0,28,306,450,450,308,450,450,331,327,346,0,0,0,76,0,0,0,0,0,0,0,82,0,28,120,0,0,0,0,0,0,0,153,450,450,450,61,235,450,7,86,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,0,0,0,0,0,0,0,0,82,8,0,340,0,422,81,0,323,657,430,0,39,0,91,0,0,0,0,70,159,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,14,0,0,0,0,91,0,0,0,0,0,0
