"treatmentgroup","replicate","dish","color","treatment","level","type","headPRE","gasterPRE","selfGPRE","groomInPRE","groomOutPRE","head","gaster","selfG","groomIn","groomOut","HD","SD","PD","RD","GD"
"29","HL","5","HL.5","blue","N","M","N",0.0364070943605,0.00367188582514,0.0147914645975,0,0.559373700984,0.0342150627118,0.0027462402663,0.0103667597931,0.00574213873863,0.56099387743,-0.0021920316487,-0.0044247048044,0.00162017644599999,0.00574213873863,-0.00092564555884
"30","HL","5","HL.5","green","N","M","N",0,0,0.00900651240127,0.130040182901,0,0.00594424300065,0,0.0018308268442,0.0264043274089,0,0.00594424300065,-0.00717568555707,0,-0.1036358554921,0
"31","HL","7","HL.7","yellow","N","M","N",0,0.0144840921076,0.0148356477413,0.0709790824398,0.00435928985762,0.00193546031089,0,0.0321968083164,0.0363720465971,0.130381857798,0.00193546031089,0.0173611605751,0.12602256794038,-0.0346070358427,-0.0144840921076
"32","HL","7","HL.7","orange","N","M","N",0.0350500966778,0.00759360168747,0.016241870276,0.131692740376,0.0618737915275,0.0360190381127,0.00763228688634,0.0159340726224,0.0334505970712,0.445192389624,0.000968941434899999,-0.000307797653599999,0.3833185980965,-0.0982421433048,3.86851988699996e-05
"33","HL","7","HL.7","red","N","M","N",0.0235542274565,0.00316400070311,0.0214800492178,0.0491826331517,0.271365793637,0.0370902362722,0.00143637935022,0.0100911735706,0.00673150661587,0.410974912052,0.0135360088157,-0.0113888756472,0.139609118415,-0.04245112653583,-0.00172762135289
"34","HL","7","HL.7","purple","N","M","N",0.017296537177,0.0102654245034,0.0168043592899,0.0484795218843,0.0950254877834,0.0279728792102,0.00362746649463,0.029664885394,0.0580516366204,0.0678628379448,0.0106763420332,0.0128605261041,-0.0271626498386,0.0095721147361,-0.00663795800877
"35","HL","7","HL.7","blue","G","H","H",0.0253120056249,0.00966777992617,0.0076639128142,0.151520478116,0.0262260502725,0.0097503377926,0.00524643644021,0.0161896994559,0.566675999075,0.00326228530389,-0.0155616678323,0.0085257866417,-0.02296376496861,0.415155520959,-0.00442134348596
"36","HL","7","HL.7","green","R","L","L",0.0729829495518,0.0027421339427,0.0182457373879,0.00780453506767,0.000808577957462,0.0516487930762,0.0168470255992,0.0309551922679,0.380214483086,0.0238219863422,-0.0213341564756,0.01270945488,0.023013408384738,0.37240994801833,0.0141048916565
"37","HL","8","HL.8","yellow","R","L","L",0.00277274181508,0,0.0234616615122,0,0.024065977036,0.0506344543449,0.0195638659662,0.0645059057278,0.416618925145,0.183132412633,0.04786171252982,0.0410442442156,0.159066435597,0.416618925145,0.0195638659662
"38","HL","8","HL.8","orange","N","M","N",0.00696740250969,0,0,0.0113753510362,0.000142191887953,0.0108484988847,0.00117017516059,0.00469288996697,0.057521422738,0.237472421653,0.00388109637501,0.00469288996697,0.237330229765047,0.0461460717018,0.00117017516059
"39","HL","8","HL.8","red","G","H","H",0.012050762504,0,0.0544239451139,0.00117308307561,0.00277274181508,0.0563146796036,0.0120308633699,0.062153366082,0.32412633016,0.130303879862,0.0442639170996,0.0077294209681,0.12753113804692,0.32295324708439,0.0120308633699
"40","HL","8","HL.8","purple","N","M","N",0.0604671003519,0.0344104368846,0.0305001599659,0.255909850343,0.104013366037,0.0489767062007,0.00774022111435,0.0208681236973,0.188934531138,0.218505832592,-0.0114903941512,-0.0096320362686,0.114492466555,-0.066975319205,-0.02667021577025
"41","HL","8","HL.8","blue","N","M","N",0.00103089118766,0.00942021257687,0.0117663787281,0.000853151327717,0.485372009527,0.0236716683529,0.00148709759992,0.0196491912383,0.0089591535733,0.24662660442,0.02264077716524,0.0078828125102,-0.238745405107,0.008106002245583,-0.00793311497695
"42","HL","8","HL.8","green","N","M","N",0,0.0327041342291,0.0143969286552,0.347054850521,0,0.0485988371384,0.00566803593413,0.0249515474348,0.142956398786,0.12307561038,0.0485988371384,0.0105546187796,0.12307561038,-0.204098451735,-0.02703609829497
"43","HL","9","HL.9","yellow","N","M","N",0.00107203375177,0.0126569146177,0.0364145658263,0.20230314348,0,0.0899382019717,0,0.0515474030114,0.0451346314189,0.001201628329,0.08886616821993,0.0151328371851,0.001201628329,-0.1571685120611,-0.0126569146177
"44","HL","9","HL.9","orange","G","H","H",0.0022132309714,0,0.000691634678563,0.168136390359,0.000449562541066,0.0350188827309,0.00121388984256,0.00250134876649,1.00925744274,0,0.0328056517595,0.001809714087927,-0.000449562541066,0.841121052381,0.00121388984256
"45","HL","9","HL.9","red","R","L","L",0.0588235294118,0.0117577895356,0.0181899920462,0.0926444651935,0.226579520697,0.0609029378586,0.00963754965913,0.0366496640345,0.400240325666,0.0404262102114,0.0020794084468,0.0184596719883,-0.1861533104856,0.3075958604725,-0.00212023987647
"46","HL","9","HL.9","purple","N","M","N",0.0550195386797,0.0228931078604,0.0166683957534,0.00183283189819,0.241173012415,0.0289494335181,0.00429152974643,0.012519005346,0.000429152974643,0.555446564324,-0.0260701051616,-0.0041493904074,0.314273551909,-0.001403678923547,-0.01860157811397
"47","HL","9","HL.9","blue","N","M","N",0.0527025625065,0.00778089013383,0.0131410588927,0.251755022997,0.10986616869,0.0261905929668,0.00127519741037,0.0128010201579,0.0183800088283,0.59685369562,-0.0265119695397,-0.000340038734799999,0.48698752693,-0.2333750141687,-0.00650569272346
"48","HL","9","HL.9","green","N","M","N",0.0167029774873,0,0.00539475049279,0.0123802607463,0.15098385033,0.0507258816028,0.00192505762911,0.0294889401148,0.0199740055913,0.299487468733,0.0340229041155,0.02409418962201,0.148503618403,0.007593744845,0.00192505762911
"49","HL","10","HL.10","yellow","N","M","N",0.173057874629,0.0107188340173,0.150240554691,0.0409296731286,0.00438658553842,0.224298951326,0.00961996264329,0.0882765861341,0.0161024501605,0.166383846276,0.051241076697,-0.0619639685569,0.16199726073758,-0.0248272229681,-0.00109887137401
"50","HL","10","HL.10","orange","N","M","N",0.0952667327013,0.00442196122824,0.0303523418707,0.00456346398755,0.0463775293618,0.122764396372,0.00275902481902,0.0507977976634,0.00362579810287,0.333512385091,0.0274976636707,0.0204454557927,0.2871348557292,-0.000937665884680001,-0.00166293640922
"51","HL","10","HL.10","red","N","M","N",0.122223008349,0.00283005518608,0.0242677232206,0.0129121267865,0.011178717985,0.12996716028,0.00683652167544,0.0325101021816,0.0416905741457,0.214398202971,0.00774415193099999,0.008242378961,0.203219484986,0.0287784473592,0.00400646648936
"52","HL","10","HL.10","purple","R","H","H",0.0690887222301,0,0.0234894580444,0.063216357719,0.00569548606198,0.116318533078,0.0157362079279,0.0879958004224,0.500592091609,0.00770329495929,0.0472298108479,0.064506342378,0.00200780889731,0.43737573389,0.0157362079279
"53","HL","10","HL.10","blue","G","L","L",0.163188057167,0.0100820716004,0.0366138389699,0.0124876185086,0.0583698882128,0.113327554845,0.00940021730372,0.0203874842821,0.443519343694,0.00489543784259,-0.049860502322,-0.0162263546878,-0.05347445037021,0.4310317251854,-0.000681854296680001
"54","HL","10","HL.10","green","N","M","N",0.178647233621,0.0074996462431,0.0152115466252,0.0182184802604,0.0263195132305,0.122984141711,0.00207537265147,0.0262473600039,0.0409458816061,0.319582972178,-0.05566309191,0.0110358133787,0.2932634589475,0.0227274013457,-0.00542427359163
"55","HL","12","HL.12","yellow","G","L","L",0.0283536805606,0.0110525175179,0.00928266994149,0.123166943582,0.00668207758434,0.0454175805219,0.00157717045763,0.0166218980261,0.973348283595,0,0.0170638999613,0.00733922808461,-0.00668207758434,0.850181340013,-0.00947534706027
"56","HL","12","HL.12","orange","N","M","N",0.0403814202124,0.00303402441667,0.0034313371379,0.0611500397313,0.0137253485516,0.0413267946475,0.00714655363612,0.00545848838069,0.00235343404224,0.0880504694546,0.000945374435099997,0.00202715124279,0.074325120903,-0.05879660568906,0.00411252921945
"57","HL","12","HL.12","red","N","M","N",0.102001011341,0.00671819692263,0.0150978834068,0.0646536155458,0.377808278552,0.0779590428547,0.00319130584785,0.026405283521,0.00502723083368,0.478387836073,-0.0240419684863,0.0113074001142,0.100579557521,-0.05962638471212,-0.00352689107478
"58","HL","12","HL.12","purple","N","M","N",0.102542801416,0.014014303258,0.0227190637868,0.191179657589,0.00328685978473,0.0738682569802,0.00301880282905,0.0244461420932,0,0.318933438478,-0.0286745444358,0.0017270783064,0.31564657869327,-0.191179657589,-0.01099550042895
"59","HL","12","HL.12","blue","R","H","H",0.120060680488,0.0106190854584,0.0333381492451,0.223723181391,0.0254641334971,0.162731954952,0.0058774242835,0.035880627911,0.313943172577,0.0608442790606,0.042671274464,0.0025424786659,0.0353801455635,0.090219991186,-0.0047416611749
"60","HL","12","HL.12","green","N","M","N",0.103698620241,0.0046232753016,0.0111608755328,0.0581882539912,0.29509499386,0.0901944355455,0.00342541708766,0.00962320412036,0.0160920673255,0.364548165307,-0.0135041846955,-0.00153767141244,0.069453171447,-0.0420961866657,-0.00119785821394
"61","HL","13","HL.13","yellow","N","M","N",0.124425825892,0.00841509572631,0.0467423657811,0.0186675485981,0.232058207474,0.0541169022487,0.0037376578156,0.0122113055018,0.0229129381399,0.504851650292,-0.0703089236433,-0.0345310602793,0.272793442818,0.0042453895418,-0.00467743791071
"62","HL","13","HL.13","orange","N","M","N",0.00595303715136,0,0,0.111086613016,0,0.016691624968,0.00115660421004,0.00299499616494,0.0814249363868,0.0832998526851,0.01073858781664,0.00299499616494,0.0832998526851,-0.0296616766292,0.00115660421004
"63","HL","13","HL.13","red","R","H","H",0.231360011759,0.0111711314445,0.0480285157829,0.00551207143645,0.0240326314629,0.0671073937446,0.0190657072939,0.0347955245504,0.537443539452,0,-0.1642526180144,-0.0132329912325,-0.0240326314629,0.53193146801555,0.0078945758494
"64","HL","13","HL.13","purple","N","M","N",0.0739719986771,0.0681292029545,0.0407158343439,0.102598023004,0.280233711829,0.112434103997,0.021610236556,0.0546282430573,0.0303639042088,0.171676589113,0.0384621053199,0.0139124087134,-0.108557122716,-0.0722341187952,-0.0465189663985
"65","HL","13","HL.13","blue","G","L","L",0.257854701797,0.00999522287142,0.100282953,0.0424796972035,0,0.130355381862,0.0120043342221,0.093672766232,0.267479942048,0.0950850408464,-0.127499319935,-0.006610186768,0.0950850408464,0.2250002448445,0.00200911135068
"66","HL","13","HL.13","green","N","M","N",0.013412707162,0.00768015286811,0.00661448572373,0.257854701797,0.00187410428839,0.0262001290527,0.00333589003738,0.00287324835336,0.0286594348467,0.113371562146,0.0127874218907,-0.00374123737037,0.11149745785761,-0.2291952669503,-0.00434426283073
"67","HL","14","HL.14","yellow","N","M","N",0.179483411103,0.00988352867693,0.0458904361245,0.141712900026,0.0832200462946,0.146240357138,0.00408403546856,0.0425328378528,0.21528876461,0.120288948575,-0.033243053965,-0.0033575982717,0.0370689022804,0.073575864584,-0.00579949320837
"68","HL","14","HL.14","orange","N","M","N",0.0205753756843,0,0,0.251056325091,0,0.0526264150018,0.00261231097539,0.00496707016447,0.0264174546525,0.0960545519212,0.0320510393175,0.00496707016447,0.0960545519212,-0.2246388704385,0.00261231097539
"69","HL","14","HL.14","red","N","M","N",0.0746224785979,0.00356394900246,0.00988352867693,0.0324797001874,0.726310761656,0.0946686780235,0.0039613917608,0.0127426812367,0.0465310227259,0.559083606216,0.0200461994256,0.00285915255977,-0.16722715544,0.0140513225385,0.00039744275834
"70","HL","14","HL.14","purple","N","M","N",0.0982106771503,0.0196200903847,0.0229635889334,0.299886100599,0.000293933938347,0.0637869924084,0.00577651863571,0.00874449636361,0.120068189902,0.039062020923,-0.0344236847419,-0.01421909256979,0.038768086984653,-0.179817910697,-0.01384357174899
"71","HL","14","HL.14","blue","G","L","L",0.159422419811,0.0341698203329,0.0430980637102,0.234742991513,0.0439431237829,0.140512895986,0.0220758673976,0.0421526423587,0.316960398347,0.0415271594491,-0.018909523825,-0.000945421351500005,-0.0024159643338,0.082217406834,-0.0120939529353
"72","HL","14","HL.14","green","R","H","H",0.0798398060036,0.00786273285079,0.00981004519234,0.223573501855,0.329683653599,0.233844757595,0.0125219225628,0.0618614861965,0.284177735261,0.153427278413,0.1540049515914,0.05205144100416,-0.176256375186,0.060604233406,0.00465918971201
"73","HL","15","HL.15","yellow","G","H","H",0.251949439202,0.0133879294997,0.0322592131031,0.0692184440093,0.0353569521097,0.327920370755,0.0297998263613,0.0770858044241,0.304087846513,0.0035828268871,0.075970931553,0.044826591321,-0.0317741252226,0.2348694025037,0.0164118968616
"74","HL","15","HL.15","orange","N","M","N",0.0864162364251,0.00213637172868,0.0112159515756,0.00316895139754,0.593840128182,0.0794213673437,0.00310593184069,0.0133408332212,0.0178407659668,0.692940730505,-0.0069948690814,0.0021248816456,0.099100602323,0.01467181456926,0.00096956011201
"75","HL","15","HL.15","red","N","M","N",0.059889620794,0.00932882321524,0.00722805768204,0.268719957273,0.402350008902,0.0751904523166,0.0050012839482,0.0156030276721,0.041025202069,0.235023661331,0.0153008315226,0.00837496999006,-0.167326347571,-0.227694755204,-0.00432753926704
"76","HL","15","HL.15","purple","R","L","L",0.0746661919174,0.00398789389354,0.0029197080292,0.391383300694,0,0.0848873182602,0.00829063696059,0.0210812066667,0.561867961213,0.00822949657002,0.0102211263428,0.0181614986375,0.00822949657002,0.170484660519,0.00430274306705
"77","HL","15","HL.15","blue","N","M","N",0.0370304432971,0.00480683638953,0.00982730995193,0.181769627915,0.0354281645006,0.0398146223358,0.00138177282676,0.00328935301239,0.0705682387899,0.075667347363,0.0027841790387,-0.00653795693954,0.0402391828624,-0.1112013891251,-0.00342506356277
"78","HL","15","HL.15","green","N","M","N",0.157450596404,0.0185152216486,0.0156667260103,0.179384012818,0.026669040413,0.166191809633,0.00978246249037,0.0115310776605,0.105809559911,0.0857555118062,0.00874121322900001,-0.0041356483498,0.0590864713932,-0.073574452907,-0.00873275915823
"79","HL","16","HL.16","yellow","N","M","N",0.0400890094225,0,0.00368554639964,0.0197837349188,0.54911164424,0.0507853789238,0.00258105749613,0.0108773137337,0.0761411961358,0.691637373713,0.0106963695013,0.00719176733406,0.142525729473,0.056357461217,0.00258105749613
"80","HL","16","HL.16","orange","G","H","H",0,0,0,0.113695629498,0,0.0361348049458,0.0168506182247,0.0182394729726,0.637840761043,0,0.0361348049458,0.0182394729726,0,0.524145131545,0.0168506182247
"81","HL","16","HL.16","red","N","M","N",0.0201314279754,0.0140120301798,0.00650186015785,0.780188449637,0.00128646430931,0.0750227378875,0.00881246773678,0.0251591652123,0.211388608933,0.41337479413,0.0548913099121,0.01865730505445,0.41208832982069,-0.568799840704,-0.00519956244302
"82","HL","16","HL.16","purple","N","M","N",0.0637669065749,0.00865755710858,0.0177323458851,0.233614964709,0.351274295052,0.065313045402,0.00435092549347,0.0295592537057,0.151778471522,0.468658587547,0.0015461388271,0.0118269078206,0.117384292495,-0.081836493187,-0.00430663161511
"83","HL","16","HL.16","blue","N","M","N",0.0377942352491,0.00841417196899,0.00671047599179,0.00997879072355,0.220263551337,0.17360684349,0.00596101374106,0.0689019443966,0.00990634448514,0.158427767262,0.1358126082409,0.06219146840481,-0.061835784075,-7.24462384100004e-05,-0.00245315822793
"84","HL","16","HL.16","green","R","L","L",0.0198880428358,0.00531970376552,0.00563262751643,0.050172108063,0.0854977226105,0.0468523389297,0.00891079373663,0.00793982448809,0.671357636243,0.0263144957105,0.0269642960939,0.00230719697166,-0.0591832269,0.62118552818,0.00359108997111
"85","HL","17","HL.17","yellow","N","M","N",0.0289480124462,0.0161171905045,0.0397161136944,0.167989371744,0.0764954725029,0.0620424462028,0.0026498065025,0.0271759225024,0.122951021716,0.624873672016,0.0330944337566,-0.012540191192,0.5483781995131,-0.045038350028,-0.013467384002
"86","HL","17","HL.17","orange","N","M","N",0.0777540817397,0.00884522602524,0.0149984267385,0.0369192042793,0.207425794497,0.0732702309645,0.0024649362814,0.015960462422,0.0489289851857,0.438277995514,-0.0044838507752,0.0009620356835,0.230852201017,0.0120097809064,-0.00638028974384
"87","HL","17","HL.17","red","N","M","N",0,0,0,0.0266056008111,0,0.0298996770933,0.00154058517587,0.00272375459094,0.0428405925707,0.247602849466,0.0298996770933,0.00272375459094,0.247602849466,0.0162349917596,0.00154058517587
"88","HL","17","HL.17","purple","N","M","N",0.0837674369821,0.00520924378562,0.0156277313569,0.108380239835,0.00657273712548,0.119438487515,0.00182405284823,0.0353841603195,0.0472528285144,0.423734871454,0.0356710505329,0.0197564289626,0.41716213432852,-0.0611274113206,-0.00338519093739
"89","HL","17","HL.17","blue","R","H","H",0.187288046708,0,0.071985456071,0.0433870573017,0.0927874698458,0.111353496512,0.0142473317065,0.0274470654934,0.487515097735,0.0922255909685,-0.075934550196,-0.0445383905776,-0.000561878877299998,0.4441280404333,0.0142473317065
"90","HL","17","HL.17","green","G","L","L",0,0,0,0,0,0.00322906652863,0,0.000209519583919,1.0772264537,0,0.00322906652863,0.000209519583919,0,1.0772264537,0
"91","HL","18","HL.18","yellow","R","L","L",0.0555855953282,0.0094084567968,0.0331999567427,0.0174831476875,0.107494322483,0.134404756031,0.0213996743796,0.0427130100153,0.18084266614,0.143087966846,0.0788191607028,0.0095130532726,0.035593644363,0.1633595184525,0.0119912175828
"92","HL","18","HL.18","orange","G","H","H",0.0146714249667,0.00205472044988,0.000973288634152,0.059514797592,0.00497458635233,0.103359810548,0.008658542602,0.00495831072081,0.416177413785,0.0224604075189,0.0886883855813,0.003985022086658,0.01748582116657,0.356662616193,0.00660382215212
"93","HL","18","HL.18","red","N","M","N",0.0591903680473,0.0159330954183,0.0135539454237,0.105439602033,0.228578638117,0.108688144457,0.00120874241452,0.0193275445261,0.0743376584933,0.146948542109,0.0494977764097,0.0057735991024,-0.081630096008,-0.0311019435397,-0.01472435300378
"94","HL","18","HL.18","purple","N","M","N",0.0246926931257,0.00436177499009,0.00540715907862,0.473162467106,0.000324429544717,0.067763579851,0.00825151709507,0.140423799891,0.102311411515,0.153140263457,0.0430708867253,0.13501664081238,0.152815833912283,-0.370851055591,0.00388974210498
"95","HL","18","HL.18","blue","N","M","N",0,0,0,0.0730326952886,0,0,0,0.00018501159406,0.0255439340865,0,0,0.00018501159406,0,-0.0474887612021,0
"96","HL","18","HL.18","green","N","M","N",0.102231354313,0.00191052954111,0.0178796726866,0,0.387260733211,0.152079530317,0.00294785139869,0.063890670482,0.00854753564557,0.342123439736,0.049848176004,0.0460109977954,-0.045137293475,0.00854753564557,0.00103732185758
"97","HH","1","HH.1","yellow","N","M","N",0,0.00724249884049,0.0310749580791,0.0341788861536,0.42723607692,0,0.0153196696237,0.139210767819,0.062233098807,0.250816763536,0,0.1081358097399,-0.176419313384,0.0280542126534,0.00807717078321
"98","HH","1","HH.1","orange","N","M","N",0,0.00731385350887,0.0150915123622,0.00310392807449,0.0258660672875,0,0.00403793208932,0.0369654328541,0.0151483634139,0.105830529214,0,0.0218739204919,0.0799644619265,0.01204443533941,-0.00327592141955
"99","HH","1","HH.1","red","N","M","N",0.0559777373435,0.0117735202826,0.0458096970994,0.354240251168,0.0246887152592,0.113771795656,0.00145610278373,0.0089323952279,0.0278984398899,0.487023554604,0.0577940583125,-0.0368773018715,0.4623348393448,-0.3263418112781,-0.01031741749887
"100","HH","1","HH.1","purple","R","H","H",0.0331442434621,0.00388882942667,0.00417424810018,0.291769239002,0.00931178422348,0.102000611808,0.0175099418783,0.0335270724992,0.693851330682,0.0278127867849,0.0688563683459,0.02935282439902,0.01850100256142,0.40208209168,0.01362111245163
"101","HH","1","HH.1","blue","N","M","N",0.288415569589,0.00624353348318,0.0140925470049,0.0169110564059,0.210032466374,0.340140715815,0.0015539920465,0.0122239216886,0.029721627409,0.237332517589,0.051725146226,-0.0018686253163,0.027300051215,0.0128105710031,-0.00468954143668
"102","HH","1","HH.1","green","G","H","H",0.0794534232402,0,0.0228691712155,0.0297548967141,0.0328231474544,0.303101866014,0.00165188130927,0.0196512695014,0.279963291526,0,0.2236484427738,-0.0032179017141,-0.0328231474544,0.2502083948119,0.00165188130927
