"treatmentgroup","replicate","dish","color","treatment","level","type","headPRE","gasterPRE","selfGPRE","groomInPRE","groomOutPRE","head","gaster","selfG","groomIn","groomOut","HD","SD","PD","RD","GD"
"103","HH","2","HH.2","yellow","N","M","N",0.00358229131463,0.017843866171,0,0.273065224738,0.436904359581,0.0270342547346,0.00670994092335,0.0223543140544,0.112282109255,0.198004035689,0.02345196341997,0.0223543140544,-0.238900323892,-0.160783115483,-0.01113392524765
"104","HH","2","HH.2","orange","G","H","H",0.00855018587361,0.00753632984116,0.00726596823251,0.0038188577222,0.488611017236,0.065324678482,0.0158023971021,0.0284078477135,0.230824398901,0.43181873435,0.05677449260839,0.02114187948099,-0.056792282886,0.2270055411788,0.00826606726094
"105","HH","2","HH.2","red","N","M","N",0.0476512335248,0.0135518756337,0.0122000675904,0.0892531260561,0.0406218316999,0.0743685119004,0.0192910801546,0.0306688060681,0.0449395862203,0.33898572922,0.0267172783756,0.0184687384777,0.2983638975201,-0.0443135398358,0.0057392045209
"106","HH","2","HH.2","purple","R","H","H",0,0,0,0.468840824603,0,0.00859407288552,0.00599275520871,0.00486227603141,0.816582792405,0,0.00859407288552,0.00486227603141,0,0.347741967802,0.00599275520871
"107","HH","2","HH.2","blue","N","M","N",0.0225751943224,0.0266306184522,0.00675904021629,0.151977019263,0.31094964515,0.0288940753167,0.00207862300343,0.0184523375392,0.100928694722,0.338268543505,0.0063188809943,0.01169329732291,0.027318898355,-0.051048324541,-0.02455199544877
"108","HH","2","HH.2","green","N","M","N",0.0189253126056,0.0206488678608,0.0023656640757,0.388611017236,0.0984792159513,0.0697979724309,0.00401137772591,0.0168477864488,0.0880071961685,0.0864877349087,0.0508726598253,0.0144821223731,-0.0119914810426,-0.3006038210675,-0.01663749013489
"109","HH","3","HH.3","yellow","G","H","H",0.0138766597401,0,0.0115873630824,0.0598739125841,0.330926636847,0.128589473684,0.0299909774436,0.0325052631579,0.51102556391,0.0587428571429,0.1147128139439,0.0209179000755,-0.2721837797041,0.4511516513259,0.0299909774436
"110","HH","3","HH.3","orange","N","M","N",0.0171521149579,0.00362765470362,0,0.223083154299,0,0.0782796992481,0.00441503759398,0.0106827067669,0.042045112782,0.310544360902,0.0611275842902,0.0106827067669,0.310544360902,-0.181038041517,0.00078738289036
"111","HH","3","HH.3","red","N","M","N",0.195224174973,0.0232803860106,0.0460324727926,0.324868805692,0.139576656218,0.114141353383,0.00339248120301,0.0144721804511,0.0367398496241,0.34817443609,-0.08108282159,-0.0315602923415,0.208597779872,-0.2881289560679,-0.01988790480759
"112","HH","3","HH.3","purple","N","M","N",0.00243017645194,0,0.0557531786004,0.297995984926,0,0.0152781954887,0,0,0.0891187969925,0.00808421052632,0.01284801903676,-0.0557531786004,0.00808421052632,-0.2088771879335,0
"113","HH","3","HH.3","blue","R","H","H",0,0,0,0.054943119783,0,0.025407518797,0.00784360902256,0.0044992481203,0.494917293233,0.0540751879699,0.025407518797,0.0044992481203,0.0540751879699,0.43997417345,0.00784360902256
"114","HH","3","HH.3","green","N","M","N",0.0621984291903,0.00919240657909,0.00478991300673,0.000528299228683,0.490789983447,0.0274526315789,0.00151578947368,0.00315187969925,0.0276330827068,0.421858646617,-0.0347457976114,-0.00163803330748,-0.06893133683,0.027104783478117,-0.00767661710541
"115","HH","4","HH.4","yellow","G","H","H",0.0650837988827,0.00457402234637,0.00387569832402,0.0469273743017,0.590712290503,0.08762652598,0.0118274952457,0.0271026317404,0.464388687811,0.0483774001595,0.0225427270973,0.02322693341638,-0.5423348903435,0.4174613135093,0.00725347289933
"116","HH","4","HH.4","orange","R","H","H",0.0476955307263,0.0117667597765,0.0106494413408,0.203351955307,0.0641061452514,0.0338629531931,0.00478498251641,0.00110422673456,0.774848168824,0,-0.0138325775332,-0.00954521460624,-0.0641061452514,0.571496213517,-0.00698177726009
"117","HH","4","HH.4","red","N","M","N",0.0502444134078,0.0147695530726,0.00373603351955,0.412988826816,0.145984636872,0.0606956628428,0.00144776394086,0.018465124839,0.0905833997914,0.223250107355,0.010451249435,0.01472909131945,0.077265470483,-0.3224054270246,-0.01332178913174
"118","HH","4","HH.4","purple","N","M","N",0.0383030726257,0.0141759776536,0.00813547486034,0.432576815642,0.370530726257,0.023728605607,0.00247837555978,0.00402429298816,0.0317649223974,0.586356665235,-0.0145744670187,-0.00411118187218,0.215825938978,-0.4008118932446,-0.01169760209382
"119","HH","4","HH.4","blue","N","M","N",0.0422136871508,0.00377094972067,0.00701815642458,0,0.106913407821,0.135795349979,0.0025765290473,0.0320348444881,0.00552113367278,0.074044537145,0.0935816628282,0.02501668806352,-0.032868870676,0.00552113367278,-0.00119442067337
"120","HH","4","HH.4","green","N","M","N",0.00349162011173,0.00359636871508,0,0.200593575419,0.0181913407821,0.0372615176983,0.00326360345991,0.00899331329366,0.0328200723882,0.467897674989,0.03376989758657,0.00899331329366,0.4497063342069,-0.1677735030308,-0.00033276525517
"121","HH","5","HH.5","yellow","N","M","N",0.00616299303944,0.00460411832947,0.00674303944316,0.225493039443,0.13587587007,0.01123527342,0.00192916681833,0.000509591235031,0.0552299833776,0.14146010022,0.00507228038056,-0.006233448208129,0.00558423015000001,-0.1702630560654,-0.00267495151114
"122","HH","5","HH.5","orange","N","M","N",0.0530017401392,0.00913573085847,0.00692430394432,0.00783062645012,0.322252030162,0.0497458110387,0.00276635241874,0.00344580739878,0.0289132360257,0.467028233781,-0.00325592910049999,-0.00347849654554,0.144776203619,0.02108260957558,-0.00636937843973
"123","HH","5","HH.5","red","N","M","N",0.163319315545,0.00427784222738,0.111695185615,0.240320475638,0.0415458236659,0.0477438454725,0.00458632111528,0.0163311857703,0.0498186097866,0.480362537764,-0.1155754700725,-0.0953639998447,0.4388167140981,-0.1905018658514,0.0003084788879
"124","HH","5","HH.5","purple","N","M","N",0.0174013921114,0.0074680974478,0.0125797563805,0.437645011601,0.0632613109049,0.0246059767772,0.00206263118941,0.00435579174705,0.00748613790509,0.214719906818,0.0072045846658,-0.00822396463345,0.1514585959131,-0.43015887369591,-0.00540546625839
"125","HH","5","HH.5","blue","R","H","H",0.0328813805104,0.00427784222738,0.0198303364269,0.113435324826,0.232163573086,0.0693650735874,0.0056783023332,0.0189519406933,0.302248267996,0.0440311093316,0.036483693077,-0.000878395733599997,-0.1881324637544,0.18881294317,0.00140046010582
"126","HH","5","HH.5","green","G","H","H",0.0277697215777,0.0107671113689,0.0589834686775,0.0986803944316,0.328306264501,0.0251641005108,0.0140865577112,0.0103738215703,0.913769883158,0.00986423033524,-0.0026056210669,-0.0486096471072,-0.31844203416576,0.8150894887264,0.0033194463423
"127","HH","6","HH.6","yellow","G","H","H",0.0264252943059,0.00441014332966,0.00366326421738,0.02119714052,0.124586549063,0.0701799235508,0.0145350960485,0.0220461130183,0.260475251382,0.0181749567843,0.0437546292449,0.01838284880092,-0.1064115922787,0.239278110862,0.01012495271884
"128","HH","6","HH.6","orange","N","M","N",0.0401180780311,0.00512145676993,0.0165736031582,0.0755414873564,0.156702350891,0.0955859080174,0.00307988216103,0.0328439607528,0.0212304920507,0.265502885107,0.0554678299863,0.0162703575946,0.108800534216,-0.0543109953057,-0.0020415746089
"129","HH","6","HH.6","red","N","M","N",0.037308389942,0.0157555927019,0.00789557918697,0.447593982288,0.0401536437031,0.0405132325372,0.0135125264772,0.003518126263,0.118386774767,0.0840211331045,0.0032048425952,-0.00437745292397,0.0438674894014,-0.329207207521,-0.0022430662247
"130","HH","6","HH.6","purple","N","M","N",0.0520325781556,0.0128036419248,0.0343208734929,0.0252160614575,0.400042678806,0.0399532539625,0.0116865093857,0.0508971830643,0.0470260268303,0.259075304945,-0.0120793241931,0.0165763095714,-0.140967373861,0.0218099653728,-0.0011171325391
"131","HH","6","HH.6","blue","R","H","H",0.0236156062169,0.0113810150443,0.0090336806914,0.177686097379,0.165060283814,0.0349134467899,0.0138777298956,0.0155820125143,0.318274779052,0.0602342171256,0.011297840573,0.0065483318229,-0.1048260666884,0.140588681673,0.0024967148513
"132","HH","6","HH.6","green","N","M","N",0.00896254934737,0.00554824483409,0.000782444784294,0.173916136145,0.034605398869,0.0453460911061,0.0124777834587,0.0212183186035,0.0351690891827,0.113553916198,0.03638354175873,0.020435873819206,0.078948517329,-0.1387470469623,0.00692953862461
"133","HH","7","HH.7","yellow","G","H","H",0.122645959578,0,0.00428172284916,0.0357052142676,0.00039914365543,0.0214037074064,0.00820254628236,0.00189104224131,1.02157233538,0,-0.1012422521716,-0.00239068060785,-0.00039914365543,0.9858671211124,0.00820254628236
"134","HH","7","HH.7","orange","N","M","N",0.0242389056207,0.0124823106789,0.00431800863602,0,0.0929279001415,0.0470110692218,0.00381821904773,0.0147188128591,0.101538127989,0.584645218795,0.0227721636011,0.01040080422308,0.4917173186535,0.101538127989,-0.00866409163117
"135","HH","7","HH.7","red","N","M","N",0.0293189157807,0,0.00616858376574,0.000108857360572,0,0.0312443539742,0.0015296965901,0.0749310432049,0.0143333774978,0.258771665683,0.0019254381935,0.06876245943916,0.258771665683,0.014224520137228,0.0015296965901
"136","HH","7","HH.7","purple","N","M","N",0.0711201422403,0.00899887514061,0.00591458325774,0.0419100838202,0,0.0388567023596,0.00599833781,0.0586463991906,0.033291979331,0.294496705732,-0.0322634398807,0.05273181593286,0.294496705732,-0.0086181044892,-0.00300053733061
"137","HH","7","HH.7","blue","N","M","N",0.0109583076309,0,0.00228600457201,0.0227511883595,0.00428172284916,0.0381099213471,0,0.00191513195139,0.0167062139407,0.567914915144,0.0271516137162,-0.00037087262062,0.56363319229484,-0.0060449744188,0
"138","HH","7","HH.7","green","R","H","H",0.00533401066802,0,0.00471715229145,0,0.00286657716173,0.0626212013538,0.013189116269,0.0590077448418,0.549245389832,0.0308589186129,0.05728719068578,0.05429059255035,0.02799234145117,0.549245389832,0.013189116269
"139","HH","8","HH.8","yellow","N","M","N",0.0548608450312,0.00835974781427,0.0599463582849,0,0.308091539239,0.14220233416,0.00157223196469,0.0722742940074,0.015432061438,0.0914192417004,0.0873414891288,0.0123279357225,-0.2166722975386,0.015432061438,-0.00678751584958
"140","HH","8","HH.8","orange","G","H","H",0.0569856142673,0.00508551325368,0.00414504162458,0.158556550211,0.0323243582152,0.0610146943218,0.011743363367,0.00650662151539,0.29319707323,0.00764346616678,0.0040290800545,0.00236157989081,-0.02468089204842,0.134640523019,0.00665785011332
"141","HH","8","HH.8","red","R","H","H",0.0652060329513,0.00860357379219,0.0201330593194,0.0803580758647,0.4951060643,0.101904819496,0.0289169740582,0.0640382173308,0.398536614864,0.149301566185,0.0366987865447,0.0439051580114,-0.345804498115,0.3181785389993,0.02031340026601
"142","HH","8","HH.8","purple","N","M","N",0.0326030164757,0.00480685499321,0.0150127137831,0.0803232435822,0.0153262043262,0.043962024551,0.00222531293463,0.00378545080728,0.114361734293,0.12355324424,0.0113590080753,-0.01122726297582,0.1082270399138,0.0340384907108,-0.00258154205858
"143","HH","8","HH.8","blue","N","M","N",0.0742275941342,0.00947438085618,0.0145598941099,0.419937998537,0.11132397506,0.155965410897,0.0045957549737,0.0289290681502,0.0405514905968,0.318618854689,0.0817378167628,0.0143691740403,0.207294879629,-0.3793865079402,-0.00487862588248
"144","HH","8","HH.8","green","N","M","N",0.0908774251977,0.0273433418092,0.0178341286705,0.354697133303,0.131700860357,0.086230876217,0.00305980528512,0.0777166354236,0.13169256818,0.30323516962,-0.00464654898070001,0.0598825067531,0.171534309263,-0.223004565123,-0.02428353652408
"145","HH","9","HH.9","yellow","G","H","H",0.12915851272,0.00529100529101,0.102884685076,0.0887511777923,0,0.45763871914,0.00996088975801,0.144463456368,0.0432657052066,0,0.32848020642,0.041578771292,0,-0.0454854725857,0.004669884467
"146","HH","9","HH.9","orange","N","M","N",0.0234833659491,0,0.00445749075886,0.350329781837,0.00645067768355,0.0345758983134,0.00240772427279,0.00999755560988,0.00701539965779,0.16803959912,0.0110925323643,0.00554006485102,0.16158892143645,-0.34331438217921,0.00240772427279
"147","HH","9","HH.9","red","N","M","N",0.02685366384,0,0.00587084148728,0.00420381242299,0.145828803363,0.0828648252261,0.00151552187729,0.0227083842581,0,0.215631874847,0.0560111613861,0.01683754277082,0.069803071484,-0.00420381242299,0.00151552187729
"148","HH","9","HH.9","purple","R","H","H",0.10694353845,0.00909618032906,0.0300065231572,0.0101471334348,0.179495542509,0.0378880469323,0.0185773649474,0.0135541432413,0.645758983134,0,-0.0690554915177,-0.0164523799159,-0.179495542509,0.6356118496992,0.00948118461834
"149","HH","9","HH.9","blue","N","M","N",0.140139160687,0.00753787055157,0.166195549757,0.00260926288324,0.112814379938,0.111513077487,0,0.0638108042044,0,0.200012221951,-0.0286260832,-0.1023847455526,0.087197842013,-0.00260926288324,-0.00753787055157
"150","HH","9","HH.9","green","N","M","N",0.0144959049069,0.00391389432485,0.00427629194752,0.00880626223092,0.0202580271073,0.0248350036666,0,0.00282327059399,0,0.11235639208,0.0103390987597,-0.00145302135353,0.0920983649727,-0.00880626223092,-0.00391389432485
"151","HH","10","HH.10","yellow","N","M","N",0.0655975131584,0.0155427602529,0.0470874986753,0.748101310537,0,0.116096535198,0.0116756730323,0.0362129251534,0.145634154094,0.42242707289,0.0504990220396,-0.0108745735219,0.42242707289,-0.602467156443,-0.0038670872206
"152","HH","10","HH.10","orange","N","M","N",0.0607227383518,0,0.0139884842276,0.130417888304,0.273552580451,0.171161698902,0.00273858718243,0.0411032594078,0.0654938015013,0.423747463139,0.1104389605502,0.0271147751802,0.150194882688,-0.0649240868027,0.00273858718243
"153","HH","10","HH.10","red","N","M","N",0.121233529973,0,0.0626655833834,0.0997209368045,0.0168497650924,0.20360906668,0.00220065041446,0.0412866469423,0.0938699660122,0.0528156099469,0.082375536707,-0.0213789364411,0.0359658448545,-0.0058509707923,0.00220065041446
"154","HH","10","HH.10","purple","N","M","N",0.159348617048,0.00953760288248,0.076654067611,0.158324207849,0.071673319439,0.13497322542,0.00183387534538,0.04431865418,0.0341834364379,0.412646404382,-0.024375391628,-0.032335413431,0.340973084943,-0.1241407714111,-0.0077037275371
"155","HH","10","HH.10","blue","R","H","H",0.0967536825744,0.00929033169663,0.046416334028,0.0247977674944,0.492104984281,0.0997994962956,0.0196591437025,0.0508105729027,0.488740005379,0.111304007629,0.00304581372120001,0.0043942388747,-0.380800976652,0.4639422378846,0.01036881200587
"156","HH","10","HH.10","green","G","H","H",0.0725564308171,0.00632307746653,0.0457451693808,0.0859443993076,0.393125861034,0.0622661808935,0.0115411888403,0.0430716189452,0.730163581681,0.135144387119,-0.0102902499236,-0.0026735504356,-0.257981473915,0.6442191823734,0.00521811137377
"157","HH","12","HH.12","yellow","N","M","N",0.0339865500036,0.00853279340516,0.0211512039916,0.00744811627739,0.470135223082,0.0407657381274,0.00149711621058,0.0413179531231,0.000466314885262,0.61517977666,0.0067791881238,0.0201667491315,0.145044553578,-0.006981801392128,-0.00703567719458
"158","HH","12","HH.12","orange","N","M","N",0.0194518764914,0,0.000831585797961,0.102682768096,0,0.0222113142717,0.00358326174991,0.004957663517,0.0272057921217,0.062657994846,0.0027594377803,0.004126077719039,0.062657994846,-0.0754769759743,0.00358326174991
"159","HH","12","HH.12","red","N","M","N",0.0800130161255,0.00889435244775,0.0338419263866,0,0.218453973534,0.083543993128,0.00682292305804,0.0395508651368,0,0.0771873849552,0.00353097700249999,0.0057089387502,-0.1412665885788,0,-0.00207142938971
"160","HH","12","HH.12","purple","N","M","N",0.111432496927,0.0231397787259,0.0226335960662,0.229481524333,0.21935787114,0.0891765860842,0.00744876671984,0.0211559700577,0.0611731500798,0.266683028592,-0.0222559108428,-0.0014776260085,0.047325157452,-0.1683083742532,-0.01569101200606
"161","HH","12","HH.12","blue","R","H","H",0.0617904403789,0.00296478414925,0.0131245932461,0.0628751175067,0.0624774025598,0.0702294760093,0.0120382869064,0.0218431709412,0.532359798748,0.00860228248865,0.00843903563040001,0.0087185776951,-0.05387512007115,0.4694846812413,0.00907350275715
"162","HH","12","HH.12","green","G","H","H",0.0800130161255,0.0229228433003,0.0260684069709,0.567936944103,0,0.132838385078,0.0197447539575,0.0417842680083,0.476978770401,0.0678733586943,0.0528253689525,0.0157158610374,0.0678733586943,-0.090958173702,-0.0031780893428
"163","HH","13","HH.13","yellow","N","M","N",0.0211791642816,0.00583142530052,0,0.0625,0.0173511734402,0.0594893617021,0.0016170212766,0.00675987841945,0.0593434650456,0.115574468085,0.0383101974205,0.00675987841945,0.0982232946448,-0.0031565349544,-0.00421440402392
"164","HH","13","HH.13","orange","R","H","H",0.145570978821,0.0168503148254,0.0196050372066,0.0662564396108,0.1749069834,0.159197568389,0.0292522796353,0.0897629179331,0.328486322188,0.0925349544073,0.013626589568,0.0701578807265,-0.0823720289927,0.2622298825772,0.0124019648099
"165","HH","13","HH.13","red","G","H","H",0.0842157985117,0.00321980538065,0.0111619919863,0.0165283342873,0.134480538065,0.139610942249,0.0112340425532,0.010443768997,0.451683890578,0,0.0553951437373,-0.000718222989299999,-0.134480538065,0.4351555562907,0.00801423717255
"166","HH","13","HH.13","purple","N","M","N",0.183457355467,0.0359187178019,0.0580638236978,0.101602747567,0.325450772753,0.175319148936,0.00576291793313,0.0336291793313,0.0113191489362,0.395610942249,-0.008138206531,-0.0244346443665,0.070160169496,-0.0902835986308,-0.03015579986877
"167","HH","13","HH.13","blue","N","M","N",0.286920435031,0.00257584430452,0.0241127647396,0.032770463652,0.0416070406411,0.251513677812,0.00346504559271,0.0483647416413,0.00869300911854,0.0459088145897,-0.035406757219,0.0242519769017,0.00430177394860001,-0.02407745453346,0.00088920128819
"168","HH","13","HH.13","green","N","M","N",0.0533772180882,0.0118059530624,0.00558099599313,0.414138523183,0,0.0816048632219,0.0036717325228,0.083914893617,0.0432583586626,0.253155015198,0.0282276451337,0.07833389762387,0.253155015198,-0.3708801645204,-0.0081342205396
"169","HH","14","HH.14","yellow","R","H","H",0.0892473887538,0.0100157390185,0.0334811847188,0.129238803835,0.413757332952,0.0724255734505,0.0255734504636,0.0825280624695,0.744387506101,0,-0.0168218153033,0.0490468777507,-0.413757332952,0.615148702266,0.0155577114451
"170","HH","14","HH.14","orange","N","M","N",0.177207039634,0.00307626269853,0.0524037773644,0.235119473458,0.153956216912,0.10448999512,0.00337969741337,0.0433016105417,0.0662030258663,0.244082479258,-0.072717044514,-0.0091021668227,0.090126262346,-0.1689164475917,0.00030343471484
"171","HH","14","HH.14","red","N","M","N",0.154027757905,0.00482901702676,0.0278652167692,0.029224495636,0.433681499499,0.0663006344558,0.0046486090776,0.0153611517814,0.0786603221083,0.612445095168,-0.0877271234492,-0.0125040649878,0.178763595669,0.0494358264723,-0.00018040794916
"172","HH","14","HH.14","purple","N","M","N",0.0692874517098,0.0146301330662,0.0173844612963,0.326155387037,0,0.116398243045,0.015775988287,0.0304782820888,0.198999511957,0.169436310395,0.0471107913352,0.0130938207925,0.169436310395,-0.12715587508,0.0011458552208
"173","HH","14","HH.14","blue","G","H","H",0.20439261697,0.0114465588782,0.0931463728717,0,0.0238589211618,0.108003904344,0.0188628599317,0.113311371401,0.427781844802,0.0531112737921,-0.096388712626,0.0201649985293,0.0292523526303,0.427781844802,0.0074163010535
"174","HH","14","HH.14","green","N","M","N",0.0603448275862,0.00622406639004,0.00837029617971,0.383924738875,0.0784089283159,0.0655197657394,0.00189116642265,0.0124084919473,0.0343216203026,0.471278672523,0.00517493815319999,0.00403819576759,0.3928697442071,-0.3496031185724,-0.00433289996739
"175","HH","15","HH.15","yellow","R","H","H",0.00607740697302,0,0,0,0.071827131535,0.0178859601937,0.00734754755734,0.00292190327155,0.161572693041,0,0.01180855322068,0.00292190327155,-0.071827131535,0.161572693041,0.00734754755734
"176","HH","15","HH.15","orange","N","M","N",0,0,0,0,0,0.0825101471955,0.000794659885569,0.0121155068708,0,0.643735634994,0.0825101471955,0.0121155068708,0.643735634994,0,0.000794659885569
"177","HH","15","HH.15","red","N","M","N",0,0,0,0,0,0.0843073010905,0.00980488043425,0.0107095701501,0.00603941513032,0.0947112328231,0.0843073010905,0.0107095701501,0.0947112328231,0.00603941513032,0.00980488043425
"178","HH","15","HH.15","purple","G","H","H",0.0105910367132,0.00678821480613,0,0.00440700856523,0,0.0639517824833,0.0164677979363,0.0244755244755,0.392170766297,0.0169934960145,0.0533607457701,0.0244755244755,0.0169934960145,0.38776375773177,0.00967958313017
"179","HH","15","HH.15","blue","N","M","N",0,0,0,0.0674201229698,0,0.034476013497,0.00136926011052,0.00449899750599,0.13993349308,0.00717639004352,0.034476013497,0.00449899750599,0.00717639004352,0.0725133701102,0.00136926011052
"180","HH","15","HH.15","green","N","M","N",0,0,0,0,0,0.0304171353122,0.00179715389506,0.00476795931341,0.062900386327,0,0.0304171353122,0.00476795931341,0,0.062900386327,0.00179715389506
"181","HH","16","HH.16","yellow","N","M","N",0.11157606147,0.00934309729086,0.020165217705,0.0347750802641,0.069189423181,0.140498610872,0.00862980355518,0.0423376687237,0.0904654193199,0.114215818848,0.028922549402,0.0221724510187,0.045026395667,0.0556903390558,-0.00071329373568
"182","HH","16","HH.16","orange","R","H","H",0.0448035785145,0.0108581941488,0.0171710977237,0.106778254753,0.104289167057,0.0628426720429,0.0153910456568,0.0196813610995,0.47258623657,0.00109409190372,0.0180390935284,0.0025102633758,-0.10319507515328,0.365807981817,0.004532851508
"183","HH","16","HH.16","red","G","H","H",0.0387792648173,0,0.00230871902168,0,0.00984812957686,0.11275293192,0.00297494652472,0.0194846704202,0.0478081282423,0.000823642219654,0.0739736671027,0.01717595139852,-0.009024487357206,0.0478081282423,0.00297494652472
"184","HH","16","HH.16","purple","N","M","N",0.0856029724757,0.00389596334909,0.0146820100285,0.0332239096714,0.233541358537,0.113613453642,0.0102156221572,0.010264794827,0.0328719297814,0.153578541047,0.0280104811663,-0.0044172152015,-0.07996281749,-0.00035197989,0.00631965880811
"185","HH","16","HH.16","blue","N","M","N",0.132534901338,0.00667364092204,0.018397604704,0.00537498647235,0.303199740269,0.163695817864,0.00347896639048,0.0189560642195,0.0366090526885,0.210151697686,0.031160916526,0.000558459515500001,-0.093048042583,0.03123406621615,-0.00319467453156
"186","HH","16","HH.16","green","N","M","N",0.0969661989106,0.022690379135,0.0349554489376,0.548465062588,0.00854947512716,0.107638974258,0.00663831042706,0.0162638605463,0.113416762963,0.31389373786,0.0106727753474,-0.0186915883913,0.30534426273284,-0.435048299625,-0.01605206870794
"187","HH","17","HH.17","yellow","N","M","N",0.0811625794732,0.0182379654859,0.0066485013624,0.986485013624,0,0.0601940584571,0.00710349784379,0.0122664111164,0.270376137997,0,-0.0209685210161,0.005617909754,0,-0.716108875627,-0.01113446764211
"188","HH","17","HH.17","orange","G","H","H",0.0845776566757,0.0053042688465,0.0239055404178,0.09540417802,0.16123524069,0.0569238140872,0.0192980354576,0.0160517489219,0.391159559176,0.0150814566363,-0.0276538425885,-0.0078537914959,-0.1461537840537,0.295755381156,0.0139937666111
"189","HH","17","HH.17","red","N","M","N",0.157166212534,0.00599455040872,0.0114078110808,0.0128247048138,0.590990009083,0.153737422137,0.0044801149976,0.0281264973646,0,0.58853617633,-0.003428790397,0.0167186862838,-0.00245383275300004,-0.0128247048138,-0.00151443541112
"190","HH","17","HH.17","purple","R","H","H",0.0707356948229,0.0022161671208,0.0203451407811,0.0403269754768,0.434841053588,0.13845232391,0.0151173933876,0.0288811691423,0.273490656445,0.0700766650695,0.0677166290871,0.0085360283612,-0.3647643885185,0.2331636809682,0.0129012262668
"191","HH","17","HH.17","blue","N","M","N",0.157892824705,0.00690281562216,0.0211444141689,0,0.0786920980926,0.125287494011,0.00258744609487,0.0189506468615,0.0367034020125,0.223239099185,-0.032605330694,-0.0021937673074,0.1445470010924,0.0367034020125,-0.00431536952729
"192","HH","17","HH.17","green","N","M","N",0.0548955495005,0.0370208900999,0.00450499545867,0.307029972752,0.176312443233,0.055773838045,0.0129372304744,0.0340081456636,0.130067081936,0.204863440345,0.000878288544500005,0.02950315020493,0.028550997112,-0.176962890816,-0.0240836596255
"193","HH","18","HH.18","yellow","N","M","N",0,0.00468559982831,0,0.016310179555,0,0.0783705212026,0.0043177998847,0.0188413085878,0.0484157845025,0.339511548888,0.0783705212026,0.0188413085878,0.339511548888,0.0321056049475,-0.00036779994361
"194","HH","18","HH.18","orange","R","H","H",0.00318334644824,0,0,0.647292367122,0,0.0610993216638,0.00566711234866,0.0160568183212,0.841701115023,0,0.05791597521556,0.0160568183212,0,0.194408747901,0.00566711234866
"195","HH","18","HH.18","red","N","M","N",0.150690321196,0.00321911438586,0.0293654767866,0.0154159811145,0.602117461907,0.144486831937,0.0111256945893,0.0289979514984,0.0251830771684,0.546250751322,-0.00620348925900002,-0.000367525288199999,-0.055866710585,0.0097670960539,0.00790658020344
"196","HH","18","HH.18","purple","G","H","H",0.14732813506,0.0060447814579,0.0156305887403,0,0.0989341154589,0.199183052635,0.00756841627516,0.0754143002588,0.411871496388,0.174404769206,0.051854917575,0.0597837115185,0.0754706537471,0.411871496388,0.00152363481726
"197","HH","18","HH.18","blue","N","M","N",0.0291508691609,0,0.00110880606624,0.0440660991487,0.0669933471636,0.0287158225286,0.00226929823485,0.00361861069882,0.0534327735731,0.243599965654,-0.000435046632300002,0.00250980463258,0.1766066184904,0.0093666744244,0.00226929823485
"198","HH","18","HH.18","green","N","M","N",0.0275055440303,0,0,0.085342299163,0.0403820015738,0.0287280890056,0.00136157894091,0.00186450449566,0.0820013983784,0.158838609963,0.0012225449753,0.00186450449566,0.1184566083892,-0.0033409007846,0.00136157894091
"199","HTx","1","HTx.1","yellow","R","H","H",0.0125617350225,0.00425882184525,0.0353589578412,0.0380788776752,0.104716913607,0.0719665786079,0.0394790194753,0.0678872028015,0.650869324814,0.002199422498,0.0594048435854,0.0325282449603,-0.102517491109,0.6127904471388,0.03522019763005
"200","HTx","1","HTx.1","orange","N","M","N",0.0292391382149,0.0101639109584,0.017572113664,0.0818123255315,0.0390451649846,0.0384100264176,0.00578730724335,0.0374147570191,0.0625913866192,0.15162499232,0.0091708882027,0.0198426433551,0.1125798273354,-0.0192209389123,-0.00437660371505
"201","HTx","1","HTx.1","red","T","X","C",0.00286307350941,0.00447355235846,0.00246940090187,0.000501037864147,0.31891060053,0,0,0,0.702119555201,0,-0.00286307350941,-0.00246940090187,-0.31891060053,0.701618517336853,-0.00447355235846
"202","HTx","1","HTx.1","purple","N","M","N",0.00164626726791,0.00937656574333,0,0.288168348722,0.023799298547,0.0248080113043,0.0166615469681,0.0191190022731,0.0165263869263,0.38843767279,0.02316174403639,0.0191190022731,0.364638374243,-0.2716419617957,0.00728498122477
"203","HTx","1","HTx.1","blue","N","M","N",0.0458449645695,0.0368978598526,0.0592656216448,0.278254956696,0.198876243648,0.00285064815384,0.00189224058487,0.0201265589482,0.00154819684217,0.319186582294,-0.04299431641566,-0.0391390626966,0.120310338646,-0.27670675985383,-0.03500561926773
"204","HTx","1","HTx.1","green","N","M","N",0.0491732875242,0.0150669243433,0.0375420513922,0.213048457519,0.214515782693,0.00880997726854,0.00133931314124,0.0157031393992,0.0447871229342,0.616993303434,-0.04036331025566,-0.021838911993,0.402477520741,-0.1682613345848,-0.01372761120206
"205","HTx","2","HTx.2","yellow","N","M","N",0.012399499732,0.0170448454529,0.00539574772199,0.0316955511881,0.333178488476,0.096572411018,0.0107912353221,0.0127421931204,0.0156564363317,0.476509248759,0.084172911286,0.00734644539841,0.143330760283,-0.0160391148564,-0.0062536101308
"206","HTx","2","HTx.2","orange","T","X","C",0.0848668929784,0.0113989637306,0.0282651420404,0.289583705557,0.023476862605,0.0563339064272,0.0283864359659,0.0227652388094,0.320225335626,0.0755264537684,-0.0285329865512,-0.005499903231,0.0520495911634,0.0306416300689999,0.0169874722353
