treatment,replicate,window,load_ratio,duration,load_diff,target
HH,10,4,0.271315929679155,149,149689.988407,lowest
HH,10,5,0.730733891714547,259,148784.132272,highest
HH,10,6,0.731878295274823,40,147600.639476,highest
HH,10,6,0.268121704725177,414,147600.639476,lowest
HH,10,8,0.269867117965597,571,142965.151921,lowest
HH,10,11,0.730654715032452,236,136454.345192,highest
HH,10,12,0.730357084353029,289,133681.441906,highest
HH,10,13,0.271142408761549,298,130419.917493,lowest
HH,10,14,0.270172947180373,177,128728.484828,lowest
HH,10,14,0.729827052819627,123,128728.484828,highest
HH,10,2,0.270701562950736,63,154329.972483,lowest
HH,10,2,0.270701562950736,1573,154329.972483,lowest
HH,10,6,0.731878295274823,48,147600.639476,highest
HH,10,6,0.731878295274823,1864,147600.639476,highest
HH,10,10,0.731075888797996,348,138762.328716,highest
HH,10,11,0.730654715032452,205,136454.345192,highest
HH,10,12,0.730357084353029,394,133681.441906,highest
HH,10,13,0.271142408761549,629,130419.917493,lowest
HH,10,15,0.264848271337841,1274,129648.507656,lowest
HH,10,18,0.261538090086076,458,125386.470378,lowest
HH,10,20,0.737044084060845,87,120617.806687,highest
HH,10,21,0.73747587069462,1178,119345.792019,highest
HH,10,23,0.262630462414412,186,114989.121523,lowest
HH,10,24,0.739459237774094,251,113750.924921,highest
HH,10,27,0.253719433340561,119,112861.363096,lowest
HH,10,34,0.272458342985121,725,94972.358466,lowest
HH,10,37,0.732223570584155,783,94530.511984,highest
HH,10,39,0.745043026086183,363,96644.18326,highest
HH,10,41,0.753420669849962,152,96867.661202,highest
HH,10,41,0.753420669849962,123,96867.661202,highest
HH,10,45,0.760800939332944,158,95480.646235,highest
HH,10,51,0.75440046745742,222,83072.96634,highest
HH,10,55,0.749070147013617,325,76636.286155,highest
HH,10,55,0.250929852986383,711,76636.286155,lowest
HH,10,57,0.755848928363148,127,75026.643624,highest
HH,10,58,0.241743874904551,448,74087.633824,lowest
HH,10,59,0.236467522717668,657,73974.053855,lowest
HH,10,60,0.23084375487463,48,73885.475131,lowest
HH,10,72,0.237527881192901,136,64875.136883,lowest
HH,10,73,0.762741981879813,32,64366.46979,highest
HH,10,80,0.236730337337592,57,63024.313317,lowest
HH,10,93,0.283345188453533,523,43168.555878,lowest
HH,10,95,0.2759000919743,2431,43234.446686,lowest
HH,10,101,0.261827470122952,1202,40547.806594,lowest
HH,10,106,0.749550623306024,886,40517.79498,highest
HH,10,108,0.743947359806457,404,38361.739552,highest
HH,10,109,0.256003931421888,1417,37910.287157,lowest
HH,10,113,0.236143841227947,508,39487.973009,lowest
HH,10,121,0.22863175439848,145,38530.833238,lowest
HH,10,123,0.770708710347243,1021,37892.229126,highest
HH,10,126,0.761453474720296,32,35176.838502,highest
HH,10,129,0.239991188913678,62,34539.599178,lowest
HH,10,139,0.751819090067756,55,29409.881827,highest
HH,10,140,0.238673638810781,99,29919.090239,lowest
HH,10,148,0.79090334183682,390,29432.400188,highest
HH,10,149,0.203982084793933,554,29549.711363,lowest
HH,10,64,0.77585397149318,480,72661.468859,highest
HH,10,131,0.755199121330223,1595,32612.792239,highest
HH,10,165,0.858594326601194,667,31281.125524,highest
HH,10,167,0.853687592823999,58,29818.408551,highest
HH,10,45,0.239199060667056,1263,95480.646235,lowest
HH,10,94,0.28479410297944,455,42142.79066,lowest
HH,10,127,0.238846050122143,41,35092.476442,lowest
HH,10,145,0.225331305157175,5579,28372.234321,lowest
HH,10,158,0.148243486220508,348,32307.547099,lowest
HH,12,0,0.620369940635711,63,72242.967014,highest
HH,12,0,0.620369940635711,2481,72242.967014,highest
HH,12,6,0.385360109308434,2497,65463.019561,lowest
HH,12,11,0.624262409670861,1705,67642.288416,highest
HH,12,16,0.607737266266668,1872,55290.72348,highest
HH,12,21,0.390700996183393,863,52991.704337,lowest
HH,12,23,0.381883972143522,172,56428.762784,lowest
HH,12,28,0.620199421308661,2024,56918.850802,highest
HH,12,33,0.390924647538058,121,49834.221676,lowest
HH,12,33,0.390924647538058,629,49834.221676,lowest
HH,12,35,0.615606826910594,1140,52219.012557,highest
HH,12,38,0.389194782523804,1041,48865.606064,lowest
HH,12,41,0.379640479912063,1681,52261.613438,lowest
HH,12,45,0.363908200658863,419,57631.241696,lowest
HH,12,48,0.64144661797491,640,59398.826549,highest
HH,12,53,0.650513571250721,2684,61202.993109,highest
HH,12,66,0.66668719191146,313,61119.045056,highest
HH,12,67,0.67027004705727,200,61791.026582,highest
HH,12,73,0.307161841022998,2365,66985.545944,lowest
HH,12,80,0.714918481420465,2739,70332.783399,highest
HH,12,87,0.719603879190589,802,64765.265289,highest
HH,12,88,0.716797460477844,120,63304.005378,highest
HH,12,89,0.714055217895616,232,61854.429217,highest
HH,12,94,0.265521534495331,3064,65161.176979,lowest
HH,12,107,0.764293365862088,3043,66897.660036,highest
HH,12,114,0.25612505730821,706,56808.272555,lowest
HH,12,117,0.75069392331179,255,57289.271086,highest
HH,12,119,0.253505392797008,1466,55356.083905,lowest
HH,12,123,0.240081907286501,76,55866.547581,lowest
HH,12,123,0.759918092713499,570,55866.547581,highest
HH,12,124,0.760411299529803,2511,55123.256885,highest
HH,12,136,0.724622779594383,798,38933.248913,highest
HH,12,142,0.273472753953337,828,37732.643427,lowest
HH,12,145,0.738381685797995,1356,39069.752723,highest
HH,12,153,0.714932057698396,679,31593.599888,highest
HH,12,155,0.705778110566286,383,29146.126431,highest
HH,12,156,0.302966697784388,1527,27102.003189,lowest
HH,12,161,0.700881856836197,464,24976.568646,highest
HH,12,163,0.696024489026776,309,23915.894912,highest
HH,12,167,0.682056712216979,1240,21028.791803,highest
HH,12,149,0.723454332613964,65,34487.498036,highest
HH,12,164,0.693405026636945,450,23298.952678,highest
HH,12,165,0.690209657046806,628,22677.666247,highest
HH,12,169,0.3138484761231,3697,20343.219118,lowest
HH,12,1,0.381839291572301,105,70506.73291,lowest
HH,12,2,0.382713843992193,28,69383.656351,lowest
HH,12,2,0.617286156007807,71,69383.656351,highest
HH,12,3,0.385275780671397,821,67356.463419,lowest
HH,12,7,0.61768447622222,2131,66870.336021,highest
HH,12,13,0.621118941852475,1051,64353.555469,highest
HH,12,17,0.393866154647663,1876,54193.541733,lowest
HH,12,25,0.620830653220361,207,57473.238747,highest
HH,12,50,0.360627331779301,1271,57807.18287,lowest
HH,12,53,0.349486428749279,243,61202.993109,lowest
HH,12,55,0.351145063136105,1025,59217.85736,lowest
HH,12,61,0.353291232614173,786,55455.389637,lowest
HH,12,63,0.346329473760031,2585,57468.269104,lowest
HH,12,69,0.322613168556102,1533,63023.794927,lowest
HH,12,77,0.71035776339436,1048,71269.110276,highest
HH,12,81,0.715440695475294,154,69999.718232,highest
HH,12,82,0.284066984344516,1604,68790.216038,lowest
HH,12,89,0.285944782104384,1946,61854.429217,lowest
HH,12,94,0.734478465504669,862,65161.176979,highest
HH,12,96,0.734111254466382,114,63181.175643,highest
HH,12,97,0.738626283147411,68,63751.038497,highest
HH,12,97,0.738626283147411,111,63751.038497,highest
HH,12,98,0.742825265625857,137,64140.196151,highest
HH,12,98,0.742825265625857,246,64140.196151,highest
HH,12,123,0.759918092713499,634,55866.547581,highest
HH,12,125,0.755758427589153,481,52668.671347,highest
HH,12,127,0.740729012139813,464,46699.959938,highest
HH,12,132,0.28222629565877,141,38534.362843,lowest
HH,12,135,0.28156098906489,1106,38187.315294,lowest
HH,12,148,0.729257260378531,1091,36210.131234,highest
HH,12,154,0.290582342636966,75,30198.847888,lowest
HH,12,155,0.705778110566286,1559,29146.126431,highest
HH,12,158,0.69931944907866,623,26041.705851,highest
HH,12,166,0.312434308207571,1429,22055.528136,lowest
HH,12,125,0.755758427589153,619,52668.671347,highest
HH,12,130,0.725358151504756,818,40977.624418,highest
HH,12,152,0.718856479973814,682,32619.5248,highest
HH,13,17,0.552481067634695,2292,25224.91618,highest
HH,13,22,0.446760647997042,915,24003.901678,lowest
HH,13,25,0.444466961281869,1706,24225.138593,lowest
HH,13,34,0.574965899397537,621,30151.742636,highest
HH,13,36,0.579125181117106,277,31036.398296,highest
HH,13,38,0.584497635124038,533,32491.269203,highest
HH,13,42,0.405214754229163,258,35206.086168,lowest
HH,13,43,0.399484899691304,360,36978.098238,lowest
HH,13,46,0.394521545655937,643,38485.954093,lowest
HH,13,86,0.461688144906784,27,9462.627353,lowest
HH,13,88,0.534417962230546,1035,8346.692371,highest
HH,13,93,0.493959328908207,96,1337.85209499999,lowest
HH,13,109,0.482691361487575,44,3002.290374,lowest
HH,13,122,0.464533117354351,480,5492.488219,lowest
HH,13,68,0.55500263668813,818,17307.580518,highest
HH,13,71,0.539375997107606,12,11828.741852,highest
HH,13,79,0.519959899637212,295,5359.00163499999,highest
HH,13,2,0.478927049340276,4313,11418.206306,lowest
HH,13,12,0.458816443746369,1313,20541.084812,lowest
HH,13,15,0.452811498187827,380,22941.610333,lowest
HH,13,16,0.449843469978704,1026,24253.023278,lowest
HH,13,19,0.445606720900175,680,25479.475971,lowest
HH,13,20,0.445770406568027,299,25079.849218,lowest
HH,13,21,0.554560017729758,709,24886.596569,highest
HH,13,24,0.553279662158772,883,23412.195109,highest
HH,13,26,0.554788491058987,700,23605.543303,highest
HH,13,31,0.433686480781768,440,27110.758855,lowest
HH,13,32,0.431068757028831,2247,28018.641576,lowest
HH,13,38,0.415502364875962,1256,32491.269203,lowest
HH,13,41,0.407454094810706,135,34504.234784,lowest
HH,13,41,0.407454094810706,516,34504.234784,lowest
HH,13,47,0.606070775416863,488,38664.250399,highest
HH,13,49,0.608269498702682,1010,38701.609545,highest
HH,13,54,0.600256364111224,1819,35118.881985,highest
HH,13,59,0.58521689428167,1230,28768.348604,highest
HH,13,62,0.574587274757351,746,24550.738027,highest
HH,13,74,0.463635208557208,766,10506.626685,lowest
HH,13,76,0.537993378744262,664,10643.861771,highest
HH,13,78,0.474874498732917,93,6848.18360099999,lowest
HH,13,78,0.525125501267083,274,6848.18360099999,highest
HH,13,79,0.480040100362788,2576,5359.00163499999,lowest
HH,13,93,0.493959328908207,180,1337.85209499999,lowest
HH,13,97,0.494137130920322,940,1187.004273,lowest
HH,13,115,0.49740771724877,1634,431.367750000005,lowest
HH,13,120,0.474636158352849,679,4003.442416,lowest
HH,13,122,0.535466882645649,1005,5492.488219,highest
HH,13,124,0.531299669102666,269,4666.05931,highest
HH,13,135,0.495971950741486,1061,558.400548000005,lowest
HH,13,148,0.522110980387767,819,2959.040717,highest
HH,13,6,0.531720818022548,1411,16843.478198,highest
HH,13,11,0.539143366971867,726,19714.557491,highest
HH,13,28,0.443387696241145,749,23710.311211,lowest
HH,13,154,0.511900487369647,237,1544.492313,highest
HH,13,64,0.567953028085426,368,22023.591249,highest
HH,13,65,0.56462762244088,270,20785.840818,highest
HH,13,66,0.562575235006119,1016,20031.312746,highest
HH,13,69,0.548498925314333,998,15041.239144,highest
HH,13,71,0.539375997107606,1498,11828.741852,highest
HH,13,75,0.536495745120581,176,10349.235108,highest
HH,13,76,0.537993378744262,405,10643.861771,highest
HH,13,77,0.532663343836266,257,9046.28579999999,highest
HH,13,78,0.525125501267083,490,6848.18360099999,highest
HH,13,80,0.514288974447753,62,3778.86595799999,highest
HH,13,81,0.51835458875611,181,4795.381205,highest
HH,13,86,0.538311855093216,2139,9462.627353,highest
HH,13,91,0.508792518137613,3556,2004.848984,highest
HH,13,100,0.501748555990332,2413,334.180414000002,highest
HH,13,108,0.521599138830426,522,3795.120953,highest
HH,13,110,0.516170816984858,864,2773.83477,highest
HH,13,117,0.485462137989621,88,2357.643185,lowest
HH,13,126,0.524140675865322,1023,3544.676533,highest
HH,14,0,0.703548172980904,1043,159784.411226,highest
HH,14,3,0.294568656994338,410,156063.697432,lowest
HH,14,4,0.707314178180704,326,156047.343802,highest
HH,14,5,0.711346603403134,577,157002.320256,highest
HH,14,10,0.270198577923208,256,160020.178569,lowest
HH,14,11,0.268789579624615,67,159757.259919,lowest
HH,14,22,0.744444337750438,788,149498.723041,highest
HH,14,27,0.755390719636914,724,148711.12665,highest
HH,14,37,0.258721993016055,237,123007.014334,lowest
HH,14,37,0.258721993016055,554,123007.014334,lowest
HH,14,46,0.238085975154623,353,118863.163939,lowest
HH,14,55,0.766144105552788,931,109708.68376,highest
HH,14,57,0.231940978379769,258,106264.099979,lowest
HH,14,72,0.776826151156113,372,89658.968531,highest
HH,14,78,0.226742899366633,75,85005.948946,lowest
HH,14,79,0.771741232713481,652,83589.011924,highest
HH,14,81,0.765379354073625,490,78977.359976,highest
HH,14,83,0.763325684228199,482,76974.122868,highest
HH,14,84,0.765792618790434,27,76371.995214,highest
HH,14,85,0.769591842438233,131,76569.740262,highest
HH,14,102,0.795127714044505,151,64427.063304,highest
HH,14,103,0.793679185997348,112,62942.020604,highest
HH,14,122,0.774144126279118,191,46534.275623,highest
HH,14,123,0.772079194704342,135,45765.34756,highest
HH,14,124,0.770742486443453,42,45274.976886,highest
HH,14,131,0.250789126374525,669,37569.517421,lowest
HH,14,141,0.748348550739933,92,34046.937959,highest
HH,14,148,0.263595677005846,521,29335.940978,lowest
HH,14,158,0.786864943337975,479,31902.150188,highest
HH,14,163,0.221865567970874,61,29280.263291,lowest
HH,14,163,0.221865567970874,214,29280.263291,lowest
HH,14,0,0.296451827019096,4277,159784.411226,lowest
HH,14,11,0.731210420375385,1681,159757.259919,highest
HH,14,15,0.280376082948104,1792,144409.33535,lowest
HH,14,20,0.260123172233761,459,149565.014623,lowest
HH,14,24,0.251239753426181,389,149527.421531,lowest
HH,14,25,0.75417451784546,1994,150779.5929,highest
HH,14,29,0.749397480552311,978,140344.0176,highest
HH,14,32,0.742482587841117,915,130566.847863,highest
HH,14,35,0.737725403832274,34,123530.191126,highest
HH,14,35,0.737725403832274,35,123530.191126,highest
HH,14,35,0.737725403832274,1398,123530.191126,highest
HH,14,39,0.751951433537304,3989,124144.743787,highest
HH,14,52,0.762650685361146,857,112686.653122,highest
HH,14,54,0.766549767453212,344,111258.95838,highest
HH,14,55,0.766144105552788,2232,109708.68376,highest
HH,14,60,0.770475526269831,890,102600.054543,highest
HH,14,63,0.767627470991294,219,98847.007598,highest
HH,14,63,0.767627470991294,381,98847.007598,highest
HH,14,64,0.77038344872366,85,98546.389373,highest
HH,14,64,0.77038344872366,38,98546.389373,highest
HH,14,65,0.773140322097821,2354,98222.97926,highest
HH,14,77,0.772496215840057,119,85596.192946,highest
HH,14,78,0.773257100633366,915,85005.948946,highest
HH,14,86,0.226017959645676,1560,77117.087093,lowest
HH,14,90,0.788755852459684,864,77466.516869,highest
HH,14,93,0.779737684515986,525,70752.473638,highest
HH,14,94,0.223342547079166,499,69008.368894,lowest
HH,14,96,0.781765500962603,67,67761.247488,highest
HH,14,97,0.784969505151302,398,67282.914042,highest
HH,14,98,0.788448575942323,876,67114.734646,highest
HH,14,101,0.793796995589692,200,65324.304768,highest
HH,14,101,0.793796995589692,396,65324.304768,highest
HH,14,106,0.793676297719417,834,61879.636931,highest
HH,14,108,0.792429602553607,913,58072.646836,highest
HH,14,111,0.78766195159135,107,55368.012564,highest
HH,14,111,0.78766195159135,46,55368.012564,highest
HH,14,112,0.785690898263026,104,54482.888241,highest
HH,14,113,0.784873957727674,67,54120.786027,highest
HH,14,114,0.783839407897743,352,53666.157961,highest
HH,14,115,0.785933539830394,796,53125.278848,highest
HH,14,118,0.776021208976017,553,49014.018122,highest
HH,14,120,0.776005273434597,32,47833.807039,highest
HH,14,120,0.776005273434597,118,47833.807039,highest
