treatment,replicate,window,load_ratio,duration,load_diff,target
HH,3,88,0.547623122887677,1132,8429.221247,highest
HH,3,98,0.471436360736564,709,4133.725071,lowest
HH,3,104,0.566088639530314,3335,8709.134678,highest
HH,3,113,0.442613983812179,618,6199.721557,lowest
HH,3,115,0.434356927433557,193,6918.584062,lowest
HH,3,126,0.5601576804351,46,6106.084529,highest
HH,4,38,0.49016854376428,58,4363.759835,lowest
HH,4,90,0.466108836051949,10,7274.115301,lowest
HH,4,92,0.454598806205017,116,9509.260232,lowest
HH,4,128,0.49243590352263,16,1036.97735199999,lowest
HH,4,141,0.432675004608699,338,8064.946271,lowest
HH,4,142,0.422809662933561,76,9088.68287000001,lowest
HH,4,144,0.411812556010398,528,10094.948035,lowest
HH,4,158,0.39652040116185,433,9711.574038,lowest
HH,4,13,0.477362918151394,2202,14259.687167,lowest
HH,4,18,0.478660908841469,584,12563.852901,lowest
HH,4,20,0.475717411681525,2156,13889.992025,lowest
HH,4,26,0.485842689417148,1442,7449.59967500001,lowest
HH,4,29,0.495262877077049,173,2354.04026499999,lowest
HH,4,31,0.505897888147125,272,2840.432183,highest
HH,4,50,0.516432510926271,1084,6304.379417,highest
HH,4,56,0.490351837198666,731,3376.178741,lowest
HH,4,60,0.52477229153169,1973,8299.966514,highest
HH,4,65,0.514743690460261,407,4666.638205,highest
HH,4,66,0.513841936776504,1942,4292.745492,highest
HH,4,74,0.52621290050321,838,7327.683102,highest
HH,4,85,0.465617159021011,1232,8114.269797,lowest
HH,4,90,0.533891163948051,64,7274.115301,highest
HH,4,90,0.466108836051949,330,7274.115301,lowest
HH,4,113,0.527862839409807,1127,4730.725646,highest
HH,4,1,0.552254317481665,465,35146.687992,highest
HH,4,3,0.549235514005907,105,32894.433925,highest
HH,4,4,0.549213383388598,2874,32878.034204,highest
HH,4,10,0.534553148512092,1386,22323.164853,highest
HH,4,15,0.51957099719686,140,12033.458211,highest
HH,4,15,0.51957099719686,2837,12033.458211,highest
HH,4,22,0.523211223069616,220,13015.693159,highest
HH,4,22,0.523211223069616,439,13015.693159,highest
HH,4,24,0.520089658232448,2581,10907.438725,highest
HH,4,29,0.504737122922951,945,2354.04026499999,highest
HH,4,35,0.511668832383902,903,5430.395003,highest
HH,4,38,0.50983145623572,69,4363.759835,highest
HH,4,38,0.50983145623572,2367,4363.759835,highest
HH,4,45,0.513914790908214,206,5656.78979699999,highest
HH,4,46,0.516124934523879,384,6481.906915,highest
HH,4,47,0.515548251396267,956,6186.440594,highest
HH,4,51,0.482535555944711,2238,6686.687737,lowest
HH,4,56,0.509648162801334,378,3376.178741,highest
HH,4,63,0.482984994032282,1955,5532.99032900001,lowest
HH,4,79,0.537580138332994,4697,9923.157556,highest
HH,4,92,0.545401193794983,1885,9509.260232,highest
HH,4,107,0.47182132844326,1169,5153.256726,lowest
HH,4,118,0.527760435815466,869,4428.608056,highest
HH,4,120,0.469273365165917,326,4735.393351,lowest
HH,4,121,0.528192259378889,884,4277.032598,highest
HH,4,124,0.520322479527336,1134,2966.677883,highest
HH,4,147,0.606281278765729,891,11786.924575,highest
HH,4,154,0.390004168495099,68,10852.826086,lowest
HH,4,155,0.612066715433871,931,11019.740413,highest
HH,4,157,0.401023940849858,395,9414.811339,lowest
HH,4,163,0.390823970107398,3463,9958.749697,lowest
HH,4,0,0.554703638316983,534,36996.504969,highest
HH,4,11,0.53239633296921,1025,20833.20955,highest
HH,4,13,0.522637081848606,498,14259.687167,highest
HH,4,15,0.51957099719686,221,12033.458211,highest
HH,4,16,0.519035206354113,122,11552.577452,highest
HH,4,17,0.481568713403925,535,11038.593175,lowest
HH,4,18,0.478660908841469,408,12563.852901,lowest
HH,4,33,0.511862812299727,332,5600.056061,highest
HH,4,34,0.511305400669982,117,5300.25430399999,highest
HH,4,34,0.511305400669982,643,5300.25430399999,highest
HH,4,36,0.509632684395622,110,4400.44921199999,highest
HH,4,150,0.600472462089008,363,10640.381807,highest
HH,4,22,0.523211223069616,1440,13015.693159,highest
HH,4,25,0.517486516219447,886,9320.36470200001,highest
HH,4,28,0.507674536852816,1364,3888.53647199999,highest
HH,4,31,0.494102111852875,683,2840.432183,lowest
HH,4,34,0.488694599330019,2359,5300.25430399999,lowest
HH,4,39,0.487201408603366,1455,5620.466942,lowest
HH,4,43,0.487498488069407,1281,5179.586253,lowest
HH,4,47,0.484451748603733,1177,6186.440594,lowest
HH,4,51,0.517464444055289,1429,6686.687737,highest
HH,4,54,0.505932707684578,384,2131.86382699999,highest
HH,4,57,0.486161755151471,1256,4785.848063,lowest
HH,4,65,0.514743690460261,157,4666.638205,highest
HH,4,67,0.482711074388149,49,5299.722673,lowest
HH,4,68,0.482001734890316,715,5410.30018599999,lowest
HH,4,69,0.481554848181174,877,5438.904058,lowest
HH,4,72,0.478369871839722,413,6099.714618,lowest
HH,4,74,0.47378709949679,619,7327.683102,lowest
HH,4,75,0.470671006753966,322,8102.799781,lowest
HH,4,77,0.472056295890538,1099,7513.306157,lowest
HH,4,79,0.462419861667006,511,9923.157556,lowest
HH,4,81,0.462669138193602,75,9498.889232,lowest
HH,4,82,0.466714374185149,1639,8366.05163900001,lowest
HH,4,88,0.464162745198389,327,7919.129969,lowest
HH,4,90,0.466108836051949,603,7274.115301,lowest
HH,4,92,0.454598806205017,44,9509.260232,lowest
HH,4,93,0.457094153184809,424,8861.503518,lowest
HH,4,96,0.468126024182347,73,6283.038906,lowest
HH,4,98,0.530067990105661,96,5880.93731199999,highest
HH,4,101,0.473267372519979,1137,5191.731948,lowest
HH,4,104,0.458167277137152,15,7884.885051,lowest
HH,4,104,0.541832722862848,1308,7884.885051,highest
HH,4,107,0.52817867155674,841,5153.256726,highest
HH,4,109,0.470677350238843,39,5137.719076,lowest
HH,4,111,0.530404751131605,285,5218.184746,highest
HH,4,112,0.470356598769371,50,5079.283847,lowest
HH,4,112,0.470356598769371,442,5079.283847,lowest
HH,4,114,0.472401803537151,434,4576.414247,lowest
HH,4,117,0.475655479137455,232,3908.969598,lowest
HH,4,118,0.472239564184534,496,4428.608056,lowest
HH,4,119,0.467259424193988,283,5156.427852,lowest
HH,4,123,0.476756430872863,708,3437.33349300001,lowest
HH,4,131,0.497387166078458,1983,354.280076999996,lowest
HH,4,136,0.466059873608737,3041,4332.009435,lowest
HH,4,145,0.404293230827156,651,10817.407805,lowest
HH,4,149,0.399930998592428,566,10846.71028,lowest
HH,4,151,0.406130726261711,1086,9615.958072,lowest
HH,4,164,0.389618872313694,351,10048.796587,lowest
HH,5,0,0.10913600675484,683,241268.059926,lowest
HH,5,2,0.101680972262843,651,241572.863936,lowest
HH,5,4,0.095058497964306,668,239971.745025,lowest
HH,5,26,0.085033911512146,3403,187797.929807,lowest
HH,5,70,0.914217072732355,605,99646.25132,highest
HH,5,120,0.174890477418706,7,38002.395905,lowest
HH,5,133,0.843568235295236,722,31557.618851,highest
HH,5,135,0.838662182441773,556,27840.924562,highest
HH,5,136,0.162424980670548,246,26465.228008,lowest
HH,5,0,0.10913600675484,36,241268.059926,lowest
HH,5,0,0.10913600675484,878,241268.059926,lowest
HH,5,2,0.898319027737157,514,241572.863936,highest
HH,5,3,0.90212844453482,2605,241023.891033,highest
HH,5,9,0.91965523851041,3924,235713.608206,highest
HH,5,18,0.920176482720104,20,212301.555886,highest
HH,5,18,0.920176482720104,48,212301.555886,highest
HH,5,19,0.919279728177841,427,209494.943681,highest
HH,5,21,0.917406312220947,925,203828.285165,highest
HH,5,23,0.91474252294995,27,196199.720513,highest
HH,5,24,0.913965476013818,1973,194063.410305,highest
HH,5,29,0.9202219730688,430,180070.999166,highest
HH,5,38,0.925139547825309,4303,164265.145692,highest
HH,5,51,0.908606972516226,12,129318.027649,highest
HH,5,53,0.906531898191163,4023,125804.903178,highest
HH,5,69,0.915212934873927,142,101059.024997,highest
HH,5,70,0.914217072732355,1179,99646.25132,highest
HH,5,74,0.909518298616404,347,92765.321892,highest
HH,5,78,0.908025098729662,329,90926.536834,highest
HH,5,84,0.90409487872357,3539,86360.40087,highest
HH,5,91,0.89078899319675,78,73341.369321,highest
HH,5,93,0.887773980125072,8726,70820.372291,highest
HH,5,113,0.836267011601902,142,42094.095093,highest
HH,5,127,0.847728817649335,2070,35795.40607,highest
HH,5,133,0.156431764704764,239,31557.618851,lowest
HH,5,3,0.90212844453482,96,241023.891033,highest
HH,5,3,0.09787155546518,1827,241023.891033,lowest
HH,5,7,0.083292900250199,741,238389.630672,lowest
HH,5,9,0.08034476148959,1350,235713.608206,lowest
HH,5,13,0.925565825961581,1204,230593.291296,highest
HH,5,16,0.92249189949067,5,219848.541477,highest
HH,5,16,0.92249189949067,5175,219848.541477,highest
HH,5,28,0.918715199942262,4794,182253.84134,highest
HH,5,41,0.92291320523947,1186,158685.637409,highest
HH,5,44,0.918493860110634,4271,148513.224681,highest
HH,5,55,0.904382314423826,579,122326.426541,highest
HH,5,59,0.101067353777122,1037,113436.232613,lowest
HH,5,62,0.907692206477889,1110,110295.458591,highest
HH,5,65,0.913157798121464,1571,106212.661043,highest
HH,5,69,0.915212934873927,390,101059.024997,highest
HH,5,77,0.908503802916009,214,91509.495762,highest
HH,5,89,0.896748409868542,1064,78757.432207,highest
HH,5,96,0.884053259332755,1187,67890.031829,highest
HH,5,114,0.83416324184614,848,41300.088103,highest
HH,5,122,0.173035371490777,2766,37326.477522,lowest
HH,5,134,0.843229429085879,1175,30240.374718,highest
HH,5,138,0.8453896269832,914,25637.176013,highest
HH,5,140,0.851022166354698,1406,24889.407552,highest
HH,5,153,0.826110532601018,392,18953.502215,highest
HH,5,168,0.805585198267194,115,15655.606719,highest
HH,5,0,0.890863993245159,617,241268.059926,highest
HH,5,2,0.898319027737157,153,241572.863936,highest
HH,5,4,0.095058497964306,471,239971.745025,lowest
HH,5,24,0.086034523986182,939,194063.410305,lowest
HH,5,60,0.099367882034313,2643,112208.974244,lowest
HH,5,119,0.826617527666162,468,38610.675311,highest
HH,5,121,0.827201386032378,1630,37707.347206,highest
HH,5,125,0.167486344841693,639,35044.91216,lowest
HH,5,131,0.847566001647063,22,32968.017171,highest
HH,5,133,0.156431764704764,3291,31557.618851,lowest
HH,5,141,0.852354446610064,845,24312.855737,highest
HH,5,163,0.82249342418696,816,18095.614373,highest
HH,5,166,0.813673391627906,994,16767.554108,highest
HH,5,79,0.907495863571971,945,90289.064546,highest
HH,5,133,0.843568235295236,851,31557.618851,highest
HH,5,142,0.846220567636165,881,22936.713989,highest
HH,5,2,0.101680972262843,324,241572.863936,lowest
HH,5,156,0.179141829868558,155,18101.477226,lowest
HH,6,31,0.366148945967306,96,35939.183165,lowest
HH,6,32,0.359719456439465,41,37287.284688,lowest
HH,6,0,0.572044540637192,1047,28204.529134,highest
HH,6,2,0.43500007924934,303,25034.552874,lowest
HH,6,3,0.563167340074593,193,23993.280016,highest
HH,6,3,0.436832659925407,386,23993.280016,lowest
HH,6,4,0.5621388413976,162,23343.726457,highest
HH,6,5,0.565391027161524,444,24189.094264,highest
HH,6,6,0.432121654370547,1023,24802.318592,lowest
HH,6,9,0.424498989871525,1011,26569.455037,lowest
HH,6,12,0.41593934622023,823,28430.000921,lowest
HH,6,14,0.408851936891727,206,29504.100368,lowest
HH,6,33,0.641122306594528,51,37385.187355,highest
HH,6,37,0.641423197436898,1213,36619.206307,highest
HH,6,40,0.362172104346526,1148,33805.643967,lowest
HH,6,42,0.64782836999568,1255,35604.491154,highest
HH,6,45,0.650156386657414,1270,34551.230399,highest
HH,6,49,0.659009643541992,1324,33867.888681,highest
HH,6,62,0.649461050041036,205,28055.743526,highest
HH,6,63,0.649396852428885,369,28038.557842,highest
HH,6,65,0.356730159760611,620,26426.824669,lowest
HH,6,73,0.646779155137021,260,26235.768235,highest
HH,6,77,0.643460677712315,354,25285.710503,highest
HH,6,78,0.639480464199468,269,24312.762,highest
HH,6,107,0.627270047749773,734,21217.241528,highest
HH,6,109,0.618439950354186,631,19288.227816,highest
HH,6,120,0.38935154675121,1728,17658.769992,lowest
HH,6,131,0.677466185977824,267,24782.911335,highest
HH,6,2,0.564999920750661,358,25034.552874,highest
HH,6,3,0.563167340074593,319,23993.280016,highest
HH,6,6,0.432121654370547,58,24802.318592,lowest
HH,6,7,0.57106846439534,798,25639.363679,highest
HH,6,11,0.580220859077553,1328,27714.979012,highest
HH,6,14,0.591148063108273,554,29504.100368,highest
HH,6,19,0.393807131229306,1402,32449.588367,lowest
HH,6,26,0.392100563436094,511,30426.10698,lowest
HH,6,28,0.38425001923345,220,32038.343186,lowest
HH,6,82,0.634249883593618,20,23066.365143,highest
HH,6,90,0.633937260027587,476,22992.998029,highest
HH,6,91,0.632510561286689,92,22659.76226,highest
HH,6,101,0.37274412397073,39,21267.266949,lowest
HH,6,122,0.618707557655279,74,18698.17898,highest
HH,6,139,0.68169216042632,2,24668.688794,highest
HH,6,149,0.669414314327496,67,22035.002336,highest
HH,6,164,0.324722253942839,449,21612.541935,lowest
HH,6,4,0.4378611586024,1080,23343.726457,lowest
HH,6,11,0.419779140922447,2480,27714.979012,lowest
HH,6,16,0.39808144040555,368,31746.997198,lowest
HH,6,19,0.606192868770694,1328,32449.588367,highest
HH,6,22,0.605563203679358,580,30771.753012,highest
HH,6,25,0.396051133969037,596,29529.918266,lowest
HH,6,26,0.607899436563906,44,30426.10698,highest
HH,6,27,0.386145236132457,204,31611.063333,lowest
HH,6,28,0.38425001923345,1640,32038.343186,lowest
HH,6,32,0.640280543560535,53,37287.284688,highest
HH,6,33,0.641122306594528,525,37385.187355,highest
HH,6,36,0.364038996548351,1257,35507.231589,lowest
HH,6,39,0.643761068778081,291,35848.170627,highest
HH,6,43,0.349269872949873,1621,35960.750184,lowest
HH,6,47,0.345855823102589,1389,34052.933958,lowest
HH,6,51,0.661671605620009,56,32987.983318,highest
HH,6,53,0.658347392524373,1533,31773.264435,highest
HH,6,123,0.375344647061576,1379,19372.234447,lowest
HH,6,127,0.34825768681062,1929,22054.133143,lowest
HH,6,137,0.319644343312912,114,24587.148659,lowest
HH,6,73,0.646779155137021,135,26235.768235,highest
HH,6,149,0.669414314327496,290,22035.002336,highest
HH,6,155,0.678977071758713,151,22499.099686,highest
HH,6,15,0.598092111747974,187,31078.596028,highest
HH,6,48,0.345732724698284,70,33424.824585,lowest
HH,6,50,0.339196358678287,119,33510.086966,lowest
HH,6,52,0.343220910494172,687,31533.694902,lowest
HH,6,54,0.33928860183874,88,31583.358226,lowest
HH,6,59,0.651802193270425,113,28686.796345,highest
HH,6,69,0.650834042793221,419,27336.389095,highest
HH,6,74,0.355268385592994,20,25720.687397,lowest
HH,6,76,0.357316786065514,3,25179.101104,lowest
HH,6,103,0.627841227030193,48,21345.172854,highest
HH,6,123,0.624655352938424,282,19372.234447,highest
HH,6,132,0.67899604623947,37,24655.947284,highest
HH,6,139,0.68169216042632,552,24668.688794,highest
HH,6,140,0.679090419820345,400,24118.310631,highest
HH,6,142,0.670292434188643,65,22321.514228,highest
HH,6,143,0.670619841017757,11,22273.021759,highest
HH,6,148,0.669685454863295,22,22088.38494,highest
HH,6,150,0.335000528839366,609,21177.958984,lowest
HH,6,151,0.327956052373015,262,21850.660805,lowest
HH,6,156,0.322876522418446,106,22138.258638,lowest
HH,6,156,0.677123477581554,14,22138.258638,highest
HH,6,169,0.68312952565186,60,22274.230265,highest
HH,7,0,0.377200447110373,549,162551.897518,lowest
HH,7,1,0.624926647488912,184,164804.69952,highest
HH,7,2,0.626050770487102,64,165183.616529,highest
HH,7,4,0.374489134885202,1222,162820.143417,lowest
HH,7,7,0.367225042627917,1783,167831.622271,lowest
HH,7,11,0.634356582802693,788,164344.839933,highest
HH,7,13,0.634587064559686,915,162060.377728,highest
HH,7,15,0.636576073916146,154,161892.395944,highest
HH,7,16,0.638270745954212,77,162643.977979,highest
HH,7,16,0.361729254045788,258,162643.977979,lowest
HH,7,23,0.342940981393354,818,176590.030759,lowest
HH,7,26,0.327726809061235,1964,187472.12126,lowest
HH,7,30,0.686648931157728,544,196051.419598,highest
HH,7,34,0.682099985709362,1317,184381.629722,highest
HH,7,38,0.316322992263997,219,182328.371652,lowest
HH,7,39,0.686820093959733,660,184164.370341,highest
HH,7,41,0.318937558603185,745,174814.777542,lowest
HH,7,43,0.320650942108324,494,170153.057137,lowest
HH,7,45,0.319351559439528,587,168697.627688,lowest
HH,7,46,0.319550667231405,3832,167485.782721,lowest
HH,7,55,0.305649358683418,592,164864.980586,lowest
HH,7,57,0.303857711636127,13,163925.721674,lowest
HH,7,57,0.303857711636127,15,163925.721674,lowest
HH,7,58,0.695429999878425,1611,162372.661589,highest
HH,7,62,0.687160093967353,51,149513.805796,highest
HH,7,62,0.687160093967353,51,149513.805796,highest
HH,7,65,0.316419042425772,4,142532.192199,lowest
HH,7,65,0.316419042425772,1113,142532.192199,lowest
HH,7,71,0.324568761375006,1238,127541.828437,lowest
HH,7,75,0.675217838031105,873,119741.104911,highest
HH,7,78,0.668624892367268,2793,111789.250425,highest
HH,7,85,0.653530807811096,966,96764.898895,highest
HH,7,88,0.649084704482225,624,92687.078453,highest
HH,7,89,0.646894546462539,261,90758.9892,highest
HH,7,95,0.357484927551074,74,86857.532219,lowest
HH,7,96,0.646467666327472,8902,88720.700483,highest
HH,7,116,0.632864314596858,21,62919.813221,highest
HH,7,118,0.641090582384106,2652,65890.994599,highest
HH,7,124,0.628968244565757,300,57675.971178,highest
HH,7,129,0.629463574780438,1726,56883.258774,highest
HH,7,139,0.408200303023702,1089,34321.389025,lowest
HH,7,144,0.414389491607682,1342,30015.534663,lowest
HH,7,153,0.577665611324489,1089,24368.027092,highest
HH,7,1,0.624926647488912,2396,164804.69952,highest
HH,7,7,0.632774957372083,85,167831.622271,highest
HH,7,7,0.632774957372083,793,167831.622271,highest
HH,7,9,0.632407787209343,24,164518.609949,highest
HH,7,10,0.367309964120555,473,163606.409056,lowest
HH,7,11,0.365643417197307,1915,164344.839933,lowest
HH,7,16,0.361729254045788,1509,162643.977979,lowest
HH,7,19,0.349062810300179,80,173797.992864,lowest
HH,7,20,0.65243840507356,590,174686.078157,highest
HH,7,22,0.347695281524779,1192,172492.621149,lowest
HH,7,25,0.330999087457082,490,185854.487259,lowest
HH,7,28,0.320372526281427,85,192195.776808,lowest
HH,7,33,0.317908728427807,308,185772.179144,lowest
HH,7,37,0.317899006608304,798,181295.728276,lowest
HH,7,39,0.686820093959733,1045,184164.370341,highest
HH,7,42,0.67896029915014,3421,171548.431752,highest
HH,7,50,0.317258218232704,877,163036.561547,lowest
HH,7,61,0.312455390534128,496,151771.991301,lowest
HH,7,64,0.68672036453481,3198,146422.381995,highest
HH,7,71,0.324568761375006,654,127541.828437,lowest
HH,7,80,0.33708584973889,11,106111.241627,lowest
HH,7,130,0.629470907136435,275,56056.89985,highest
HH,7,147,0.588010476054103,337,29328.069023,highest
HH,7,160,0.40889219527243,20,26818.462986,lowest
HH,7,161,0.589862591314125,124,26346.661691,highest
HH,7,3,0.373972808394476,104,164196.893599,lowest
HH,7,3,0.373972808394476,1351,164196.893599,lowest
HH,7,7,0.632774957372083,2318,167831.622271,highest
HH,7,12,0.365849487091678,47,162891.544834,lowest
HH,7,13,0.365412935440314,187,162060.377728,lowest
HH,7,13,0.634587064559686,292,162060.377728,highest
HH,7,15,0.363423926083854,454,161892.395944,lowest
HH,7,16,0.361729254045788,1086,162643.977979,lowest
HH,7,19,0.650937189699821,580,173797.992864,highest
HH,7,22,0.347695281524779,679,172492.621149,lowest
HH,7,24,0.663747954126333,956,182255.385661,highest
HH,7,27,0.675885537398233,583,189964.545466,highest
HH,7,29,0.683935995737318,1943,194882.737796,highest
HH,7,33,0.682091271572193,10,185772.179144,highest
HH,7,38,0.683677007736003,301,182328.371652,highest
HH,7,39,0.686820093959733,1063,184164.370341,highest
HH,7,42,0.67896029915014,410,171548.431752,highest
HH,7,43,0.679349057891676,86,170153.057137,highest
HH,7,48,0.682530051816156,197,166734.831062,highest
HH,7,48,0.682530051816156,3517,166734.831062,highest
HH,7,56,0.694511744987164,745,163840.073848,highest
HH,7,58,0.695429999878425,568,162372.661589,highest
HH,7,60,0.690209878544395,1553,155372.554001,highest
HH,7,71,0.675431238624994,1625,127541.828437,highest
HH,7,80,0.66291415026111,44,106111.241627,highest
HH,7,109,0.653257646596844,287,79535.518443,highest
HH,7,111,0.642376044098541,501,71640.098711,highest
HH,7,116,0.367135685403142,159,62919.813221,lowest
HH,7,117,0.363150072096918,84,64336.125524,lowest
HH,7,129,0.370536425219561,1191,56883.258774,lowest
HH,7,133,0.618684561170752,1317,48306.994884,highest
HH,7,0,0.377200447110373,843,162551.897518,lowest
HH,7,20,0.34756159492644,55,174686.078157,lowest
HH,7,20,0.34756159492644,447,174686.078157,lowest
HH,7,21,0.348734000543786,246,172007.944135,lowest
HH,7,23,0.342940981393354,1208,176590.030759,lowest
HH,7,26,0.327726809061235,1405,187472.12126,lowest
HH,7,29,0.316064004262681,488,194882.737796,lowest
HH,7,30,0.686648931157728,337,196051.419598,highest
HH,7,31,0.68820158135169,886,195768.745923,highest
HH,7,34,0.317900014290638,356,184381.629722,lowest
HH,7,36,0.318343488189836,391,182062.089961,lowest
HH,7,56,0.694511744987164,12,163840.073848,highest
HH,7,63,0.687539144750611,933,148406.634178,highest
HH,7,65,0.683580957574228,1007,142532.192199,highest
HH,7,69,0.681616183310114,2578,134603.386731,highest
HH,7,75,0.675217838031105,2084,119741.104911,highest
HH,7,94,0.35779384125743,2350,86710.950637,lowest
HH,7,100,0.347922978352863,45,88076.67199,lowest
HH,7,100,0.347922978352863,2832,88076.67199,lowest
HH,7,107,0.660026328947429,1131,85317.11196,highest
HH,7,110,0.647880055934354,586,75572.682575,highest
HH,7,129,0.629463574780438,830,56883.258774,highest
HH,7,131,0.625943343354152,8746,53048.581175,highest
HH,7,152,0.426581753791291,2487,23206.017546,lowest
HH,7,160,0.59110780472757,4607,26818.462986,highest
HH,7,82,0.658694445683688,38,102048.238537,highest
HH,7,88,0.649084704482225,173,92687.078453,highest
HH,7,89,0.646894546462539,320,90758.9892,highest
HH,8,1,0.623395692135178,534,57727.039567,highest
HH,8,2,0.623961670410856,1431,57328.083802,highest
HH,8,7,0.361599556685997,3083,59475.548254,lowest
HH,8,28,0.298650303043728,986,64653.28633,lowest
HH,8,30,0.290566579531846,16,64361.410515,lowest
HH,8,30,0.709433420468154,602,64361.410515,highest
HH,8,32,0.704362768592559,184,60952.544124,highest
HH,8,36,0.278796785997981,70,63734.88836,lowest
HH,8,61,0.270745224020519,21,51571.477971,lowest
HH,8,83,0.242535092872421,13,46473.33574,lowest
HH,8,24,0.307904552825272,9,62506.51961,lowest
HH,8,24,0.307904552825272,11,62506.51961,lowest
HH,8,25,0.305943364431982,59,62966.249408,lowest
HH,8,25,0.305943364431982,23,62966.249408,lowest
HH,8,75,0.749443309539694,882,47283.944053,highest
HH,8,105,0.816115980549321,802,50346.378853,highest
HH,8,1,0.376604307864822,991,57727.039567,lowest
HH,8,5,0.635337248481357,168,59556.002271,highest
HH,8,6,0.634818514260444,51,58422.307654,highest
HH,8,7,0.361599556685997,2109,59475.548254,lowest
HH,8,12,0.657163335994861,85,59934.658432,highest
HH,8,12,0.657163335994861,14,59934.658432,highest
HH,8,14,0.331563789960779,747,61999.235845,lowest
HH,8,18,0.309259371530033,457,65685.593744,lowest
HH,8,19,0.701013757023073,557,68208.918258,highest
HH,8,21,0.699853836373517,918,66764.137554,highest
HH,8,25,0.305943364431982,515,62966.249408,lowest
HH,8,29,0.705960340683052,422,65247.554778,highest
HH,8,30,0.709433420468154,341,64361.410515,highest
HH,8,31,0.709572582792291,188,63627.672861,highest
HH,8,34,0.288517823885626,413,61766.528899,lowest
HH,8,35,0.283853002148249,43,62717.751819,lowest
HH,8,44,0.689160876401635,4,47866.399038,highest
HH,8,58,0.288819445784802,759,49805.547634,lowest
HH,8,64,0.754015361021506,191,55127.603815,highest
HH,8,71,0.249918222395414,9,49093.437383,lowest
HH,8,71,0.249918222395414,4,49093.437383,lowest
HH,8,72,0.253327923316606,19,47728.909476,lowest
HH,8,1,0.623395692135178,16,57727.039567,highest
HH,8,2,0.376038329589144,338,57328.083802,lowest
HH,8,3,0.36785620046599,142,59892.601033,lowest
HH,8,8,0.641600407094789,1744,60221.973298,highest
HH,8,12,0.342836664005139,1834,59934.658432,lowest
HH,8,16,0.319019596210095,995,63625.750138,lowest
HH,8,19,0.298986242976927,55,68208.918258,lowest
HH,8,23,0.305218792880492,43,63988.117432,lowest
HH,8,24,0.307904552825272,121,62506.51961,lowest
HH,8,24,0.307904552825272,8,62506.51961,lowest
HH,8,28,0.701349696956272,710,64653.28633,highest
HH,8,32,0.295637231407441,791,60952.544124,lowest
HH,8,34,0.288517823885626,312,61766.528899,lowest
HH,8,36,0.721203214002019,2348,63734.88836,highest
HH,8,41,0.703321139299836,581,54516.134787,highest
HH,8,53,0.30522549720576,1954,48881.243557,lowest
HH,8,58,0.288819445784802,961,49805.547634,lowest
HH,8,62,0.264785498098796,688,52483.223019,lowest
HH,8,64,0.245984638978494,443,55127.603815,lowest
HH,8,66,0.7641210614621,2680,55884.795798,highest
HH,8,72,0.253327923316606,320,47728.909476,lowest
HH,8,77,0.254197341751998,321,45754.92947,lowest
HH,8,93,0.780448786179243,1001,49131.211805,highest
HH,8,96,0.226781310088269,1747,46209.805838,lowest
HH,8,100,0.192706860610865,89,49476.078837,lowest
HH,8,100,0.192706860610865,439,49476.078837,lowest
HH,8,112,0.812921492607176,158,48235.355356,highest
HH,8,117,0.169240912493227,1443,49526.261499,lowest
HH,8,120,0.14171179612085,724,51927.597288,lowest
HH,8,0,0.379560675968056,402,56612.466655,lowest
HH,8,1,0.376604307864822,4,57727.039567,lowest
HH,8,1,0.376604307864822,876,57727.039567,lowest
HH,8,5,0.364662751518643,17,59556.002271,lowest
HH,8,5,0.364662751518643,892,59556.002271,lowest
HH,8,7,0.638400443314003,927,59475.548254,highest
HH,8,10,0.649480874271214,627,60277.003178,highest
HH,8,12,0.657163335994861,84,59934.658432,highest
HH,8,13,0.661150263776735,1343,60495.393413,highest
HH,8,16,0.680980403789905,17,63625.750138,highest
HH,8,18,0.309259371530033,87,65685.593744,lowest
HH,8,21,0.699853836373517,267,66764.137554,highest
HH,8,28,0.298650303043728,449,64653.28633,lowest
HH,8,39,0.714477781643415,1975,59754.624893,highest
HH,8,44,0.310839123598365,258,47866.399038,lowest
HH,8,53,0.69477450279424,967,48881.243557,highest
HH,8,57,0.706314024770624,611,49077.049142,highest
HH,8,60,0.274929557789434,1858,50922.384399,lowest
HH,8,69,0.758979306958514,451,53122.884554,highest
HH,8,94,0.22036033545413,37,48809.583469,lowest
HH,8,97,0.222493223986141,1075,46522.434319,lowest
HH,8,111,0.187705359584085,28,48175.878,lowest
HH,8,113,0.186112712240872,2758,48201.689104,lowest
HH,8,126,0.869805343085381,362,52887.126647,highest
HH,8,154,0.128143867120383,76,51962.585301,lowest
HH,9,29,0.646995048127376,692,74121.917034,highest
HH,9,32,0.637580112710325,113,67460.742442,highest
HH,9,33,0.634188140884235,61,65121.340038,highest
HH,9,33,0.634188140884235,441,65121.340038,highest
HH,9,35,0.628692725596825,604,61245.992635,highest
HH,9,36,0.626818439203061,170,59217.543549,highest
HH,9,43,0.615745386004206,485,48946.978107,highest
HH,9,44,0.609045760108827,138,45323.573549,highest
HH,9,45,0.604898528961913,361,43071.932659,highest
HH,9,46,0.600933469087637,27,40766.70494,highest
HH,9,46,0.600933469087637,143,40766.70494,highest
HH,9,47,0.601046544333445,275,40095.368172,highest
HH,9,50,0.59538781384737,905,36522.959998,highest
HH,9,52,0.591916500512571,1329,34613.922861,highest
HH,9,55,0.584242122538757,148,30931.354846,highest
