treatmentgroup,replicate,period,color,treatment,level,headRFP,headGFP,bodyRFP,bodyGFP,gaster,other,antenna,head,selfG,groomIn,groomOut,totGroomIn,totGroomOut,groomToR,groomToG,groomToT,rankGroomInGeneral,rankGroomInParticular,rankGroomOutGeneral,rankGroomOutParticular,
HH,8,PRE,purple,N,X,475,350,0,350,0.00480685499321,0.0,0.00853390922707,0.0326030164757,0.0150127137831,0.0803232435822,0.0153262043262,0.0953359573653,0.0303389181093,0.0,0.00355289282107,0.0,5.0,3.0,6.0,4.0,
HH,8,PRE,blue,N,X,975,600,0,0,0.00947438085618,0.0,0.00560799749208,0.0742275941342,0.0145598941099,0.419937998537,0.11132397506,0.434497892647,0.12588386917,0.000522484238392,0.108746386151,0.0,1.0,1.0,4.0,3.0,
HH,8,PRE,green,N,X,3125,2900,0,0,0.0273433418092,0.0,0.00961370998642,0.0908774251977,0.0178341286705,0.354697133303,0.131700860357,0.372531261974,0.149534989028,0.0338221463653,0.0390469887492,0.0,2.0,2.0,3.0,2.0,
HH,8,POST,yellow,N,X,11050,4800,0,0,0.00157223196469,0.0,0.021817742033,0.14220233416,0.0722742940074,0.015432061438,0.0914192417004,0.0877063554454,0.163693535708,0.050662151539,0.0332708471911,0.0,6.0,4.0,5.0,4.0,
HH,8,POST,orange,G,H,0,3025,200,60750,0.011743363367,0.0,0.000604704601802,0.0610146943218,0.00650662151539,0.29319707323,0.00764346616678,0.299703694745,0.0141500876822,0.00123359738768,0.00650662151539,0.0,2.0,2.0,6.0,2.0,
HH,8,POST,red,R,H,7500,450,8650,0,0.0289169740582,0.0,0.0032895930338,0.101904819496,0.0640382173308,0.398536614864,0.149301566185,0.462574832194,0.213339783516,0.0640382173308,0.0203664509887,0.0,1.0,1.0,3.0,1.0,
HH,8,POST,purple,N,X,475,350,0,350,0.00222531293463,0.0,0.00920360403943,0.043962024551,0.00378545080728,0.114361734293,0.12355324424,0.1181471851,0.127338695047,0.0733627622906,0.0355445364939,0.0,4.0,2.0,4.0,3.0,
HH,8,POST,blue,N,X,975,600,0,0,0.0045957549737,0.0,0.00761927798271,0.155965410897,0.0289290681502,0.0405514905968,0.318618854689,0.0694805587471,0.34754792284,0.166644494165,0.111725222229,0.0,5.0,3.0,1.0,1.0,
HH,8,POST,green,N,X,3125,2900,0,0,0.00305980528512,0.0,0.00850214670134,0.086230876217,0.0777166354236,0.13169256818,0.30323516962,0.209409203604,0.380951805043,0.106633609482,0.092290016327,0.0,3.0,1.0,2.0,2.0,
HH,9,PRE,yellow,G,H,0,7325,0,51325,0.00529100529101,0.0,0.0212727404508,0.12915851272,0.102884685076,0.0887511777923,0.0,0.191635862869,0.102884685076,0.0,0.102884685076,0.0,2.0,1.0,6.0,2.0,
HH,9,PRE,orange,N,X,7050,0,0,0,0.0,0.0,0.00184822787563,0.0234833659491,0.00445749075886,0.350329781837,0.00645067768355,0.354787272595,0.0109081684424,0.0,0.00645067768355,0.0,1.0,1.0,5.0,4.0,
HH,9,PRE,red,N,X,7250,5775,0,0,0.0,0.0,0.0208016235413,0.02685366384,0.00587084148728,0.00420381242299,0.145828803363,0.0100746539103,0.15169964485,0.00626947887222,0.0027542219323,0.0,5.0,3.0,2.0,1.0,
HH,9,PRE,purple,R,H,13825,0,40000,0,0.00909618032906,0.0,0.00963977676306,0.10694353845,0.0300065231572,0.0101471334348,0.179495542509,0.040153656592,0.209502065666,0.0300065231572,0.0294629267232,0.0,3.0,2.0,1.0,1.0,
HH,9,PRE,blue,N,X,0,0,0,0,0.00753787055157,0.0,0.00742915126477,0.140139160687,0.166195549757,0.00260926288324,0.112814379938,0.16880481264,0.279009929695,0.00387765456259,0.0298253243459,0.0,6.0,4.0,3.0,2.0,
HH,9,PRE,green,N,X,4050,0,0,0,0.00391389432485,0.0,0.00181198811336,0.0144959049069,0.00427629194752,0.00880626223092,0.0202580271073,0.0130825541784,0.0245343190549,0.0,0.0202580271073,0.0,4.0,2.0,4.0,3.0,
HH,9,POST,yellow,G,H,0,7325,0,51325,0.00996088975801,0.0,0.00449767782938,0.45763871914,0.144463456368,0.0432657052066,0.0,0.187729161574,0.144463456368,0.0,0.144463456368,0.0,2.0,2.0,6.0,2.0,
HH,9,POST,orange,N,X,7050,0,0,0,0.00240772427279,0.0,0.00167440723539,0.0345758983134,0.00999755560988,0.00701539965779,0.16803959912,0.0170129552677,0.17803715473,0.16803959912,0.0,0.0,3.0,1.0,3.0,3.0,
HH,9,POST,red,N,X,7250,5775,0,0,0.00151552187729,0.0,0.0172451723295,0.0828648252261,0.0227083842581,0.0,0.215631874847,0.0227083842581,0.238340259105,0.194817892936,0.0208139819115,0.0,6.0,4.0,1.0,1.0,
HH,9,POST,purple,R,H,13825,0,40000,0,0.0185773649474,0.0,0.00153996577854,0.0378880469323,0.0135541432413,0.645758983134,0.0,0.659313126375,0.0135541432413,0.0135541432413,0.0,0.0,1.0,1.0,5.0,1.0,
HH,9,POST,blue,N,X,0,0,0,0,0.0,0.0,0.0131997066732,0.111513077487,0.0638108042044,0.0,0.200012221951,0.0638108042044,0.263823026155,0.177560498656,0.022451723295,0.0,5.0,3.0,2.0,2.0,
HH,9,POST,green,N,X,4050,0,0,0,0.0,0.0,0.00138108042044,0.0248350036666,0.00282327059399,0.0,0.11235639208,0.00282327059399,0.115179662674,0.105340992422,0.0,0.0,4.0,2.0,4.0,4.0,
HH,10,PRE,yellow,N,X,0,650,0,250,0.0155427602529,0.0,0.00455685471052,0.0655975131584,0.0470874986753,0.748101310537,0.0,0.795188809213,0.0470874986753,0.0,0.0,0.0,1.0,1.0,6.0,4.0,
HH,10,PRE,orange,N,X,600,2175,0,0,0.0,0.0,0.00162492493553,0.0607227383518,0.0139884842276,0.130417888304,0.273552580451,0.144406372532,0.287541064679,0.00929033169663,0.0702603412342,0.0,3.0,3.0,3.0,1.0,
HH,10,PRE,red,N,X,500,0,0,0,0.0,0.0,0.0143064043237,0.121233529973,0.0626655833834,0.0997209368045,0.0168497650924,0.162386520188,0.0795153484757,0.0,0.0,0.0,4.0,4.0,5.0,3.0,
HH,10,PRE,purple,N,X,14850,17575,0,0,0.00953760288248,0.0,0.00815994913278,0.159348617048,0.076654067611,0.158324207849,0.071673319439,0.23497827546,0.14832738705,0.0108092832668,0.0114097990039,0.0,2.0,2.0,4.0,2.0,
HH,10,PRE,blue,R,H,11525,725,5725,0,0.00929033169663,0.0,0.00413296124907,0.0967536825744,0.046416334028,0.0247977674944,0.492104984281,0.0712141015225,0.538521318309,0.046416334028,0.00427425906955,0.0,6.0,2.0,1.0,1.0,
HH,10,PRE,green,G,H,1625,15425,0,30750,0.00632307746653,0.0,0.00515737044756,0.0725564308171,0.0457451693808,0.0859443993076,0.393125861034,0.131689568688,0.438871030414,0.004698152531,0.0457451693808,0.0,5.0,1.0,2.0,2.0,
HH,10,POST,yellow,N,X,0,650,0,250,0.0116756730323,0.0,0.00508594762452,0.116096535198,0.0362129251534,0.145634154094,0.42242707289,0.181847079248,0.458639998044,0.028975230457,0.354977137687,0.0,3.0,1.0,2.0,2.0,
HH,10,POST,orange,N,X,600,2175,0,0,0.00273858718243,0.0,0.00245739296281,0.171161698902,0.0411032594078,0.0654938015013,0.423747463139,0.106597060909,0.464850722547,0.174658287894,0.176467711568,0.0,5.0,3.0,1.0,1.0,
HH,10,POST,red,N,X,500,0,0,0,0.00220065041446,0.0,0.0139130009536,0.20360906668,0.0412866469423,0.0938699660122,0.0528156099469,0.135156612954,0.0941022568893,0.0196713695381,0.0325084969558,0.0,4.0,2.0,6.0,4.0,
HH,10,POST,purple,N,X,14850,17575,0,0,0.00183387534538,0.0,0.00792234149204,0.13497322542,0.04431865418,0.0341834364379,0.412646404382,0.0785020906179,0.456965058562,0.171467344793,0.115509695088,0.0,6.0,4.0,3.0,3.0,
HH,10,POST,blue,R,H,11525,725,5725,0,0.0196591437025,0.0,0.00100251852214,0.0997994962956,0.0508105729027,0.488740005379,0.111304007629,0.539550578282,0.162114580532,0.0508105729027,0.0507005403819,0.0,2.0,2.0,5.0,2.0,
HH,10,POST,green,G,H,1625,15425,0,30750,0.0115411888403,0.0,0.000330097562168,0.0622661808935,0.0430716189452,0.730163581681,0.135144387119,0.773235200626,0.178216006064,0.0939677726973,0.0430716189452,0.0,1.0,1.0,4.0,1.0,
HH,12,PRE,yellow,N,X,0,0,0,0,0.00853279340516,0.0,0.00958131462868,0.0339865500036,0.0211512039916,0.00744811627739,0.470135223082,0.028599320269,0.491286427074,0.0,0.246980981994,0.0,5.0,3.0,1.0,1.0,
HH,12,PRE,orange,N,X,0,500,175,0,0.0,0.0,0.00126545664907,0.0194518764914,0.000831585797961,0.102682768096,0.0,0.103514353894,0.000831585797961,0.0,0.0,0.0,3.0,2.0,6.0,4.0,
HH,12,PRE,red,N,X,0,500,0,0,0.00889435244775,0.0,0.011859136597,0.0800130161255,0.0338419263866,0.0,0.218453973534,0.0338419263866,0.25229589992,0.0,0.131643647408,0.0,6.0,4.0,3.0,3.0,
HH,12,PRE,purple,N,X,4875,10250,0,0,0.0231397787259,0.0,0.00394099356425,0.111432496927,0.0226335960662,0.229481524333,0.21935787114,0.252115120399,0.241991467207,0.0628751175067,0.14592522959,0.0,2.0,1.0,2.0,2.0,
HH,12,PRE,blue,R,H,17250,350,35000,0,0.00296478414925,0.0,0.00224166606407,0.0617904403789,0.0131245932461,0.0628751175067,0.0624774025598,0.0759997107528,0.0756019958059,0.0131245932461,0.043387085111,0.0,4.0,2.0,4.0,1.0,
HH,12,PRE,green,G,H,400,7950,0,11600,0.0229228433003,0.0,0.00791814303276,0.0800130161255,0.0260684069709,0.567936944103,0.0,0.594005351074,0.0260684069709,0.0,0.0260684069709,0.0,1.0,1.0,5.0,2.0,
HH,12,POST,yellow,N,X,0,0,0,0,0.00149711621058,0.0,0.00721560927721,0.0407657381274,0.0413179531231,0.000466314885262,0.61517977666,0.0417842680083,0.656497729783,0.356706344337,0.222419928826,0.0,5.0,3.0,1.0,1.0,
HH,12,POST,orange,N,X,0,500,175,0,0.00358326174991,0.0,0.00036814333047,0.0222113142717,0.004957663517,0.0272057921217,0.062657994846,0.0321634556387,0.067615658363,0.0140262608909,0.0486317339551,0.0,4.0,2.0,5.0,4.0,
HH,12,POST,red,N,X,0,500,0,0,0.00682292305804,0.0,0.0154865627684,0.083543993128,0.0395508651368,0.0,0.0771873849552,0.0395508651368,0.116738250092,0.0424591974475,0.0347281875077,0.0,6.0,4.0,3.0,3.0,
HH,12,POST,purple,N,X,4875,10250,0,0,0.00744876671984,0.0,0.00137440176709,0.0891765860842,0.0211559700577,0.0611731500798,0.266683028592,0.0823291201374,0.28783899865,0.0931648054976,0.168658731133,0.0,3.0,1.0,2.0,2.0,
HH,12,POST,blue,R,H,17250,350,35000,0,0.0120382869064,0.0,7.3628666094e-05,0.0702294760093,0.0218431709412,0.532359798748,0.00860228248865,0.55420296969,0.0304454534299,0.0218431709412,0.00254018898024,0.0,1.0,1.0,6.0,2.0,
HH,12,POST,green,G,H,400,7950,0,11600,0.0197447539575,0.0,0.00271198920113,0.132838385078,0.0417842680083,0.476978770401,0.0678733586943,0.51876303841,0.109657626703,0.0260031905755,0.0417842680083,0.0,2.0,2.0,4.0,1.0,
HH,13,PRE,yellow,N,X,0,325,425,0,0.00583142530052,0.0,0.00121637092158,0.0211791642816,0.0,0.0625,0.0173511734402,0.0625,0.0173511734402,0.0,0.0,0.0,4.0,3.0,5.0,3.0,
HH,13,PRE,orange,R,H,20650,675,27900,0,0.0168503148254,0.0,0.0166356611334,0.145570978821,0.0196050372066,0.0662564396108,0.1749069834,0.0858614768174,0.194512020607,0.0196050372066,0.0,0.0,3.0,1.0,2.0,1.0,
HH,13,PRE,red,G,H,0,12975,0,28700,0.00321980538065,0.0,0.00128792215226,0.0842157985117,0.0111619919863,0.0165283342873,0.134480538065,0.0276903262736,0.145642530052,0.0122710360618,0.0111619919863,0.0,6.0,2.0,3.0,2.0,
HH,13,PRE,purple,N,X,8350,1825,0,0,0.0359187178019,0.0,0.00443617630223,0.183457355467,0.0580638236978,0.101602747567,0.325450772753,0.159666571265,0.383514596451,0.0123783629078,0.0165283342873,0.0,2.0,2.0,1.0,1.0,
HH,13,PRE,blue,N,X,0,0,0,0,0.00257584430452,0.0,0.0166714367487,0.286920435031,0.0241127647396,0.032770463652,0.0416070406411,0.0568832283915,0.0657198053807,0.0416070406411,0.0,0.0,5.0,4.0,4.0,2.0,
HH,13,PRE,green,N,X,2225,2625,0,0,0.0118059530624,0.0,0.000393531768746,0.0533772180882,0.00558099599313,0.414138523183,0.0,0.419719519176,0.00558099599313,0.0,0.0,0.0,1.0,1.0,6.0,4.0,
HH,13,POST,yellow,N,X,0,325,425,0,0.0016170212766,0.0,0.000571428571429,0.0594893617021,0.00675987841945,0.0593434650456,0.115574468085,0.066103343465,0.122334346505,0.0486930091185,0.0642188449848,0.0,3.0,1.0,3.0,3.0,
HH,13,POST,orange,R,H,20650,675,27900,0,0.0292522796353,0.0,0.00138601823708,0.159197568389,0.0897629179331,0.328486322188,0.0925349544073,0.418249240122,0.18229787234,0.0897629179331,0.0297750759878,0.0,2.0,2.0,4.0,1.0,
HH,13,POST,red,G,H,0,12975,0,28700,0.0112340425532,0.0,0.000145896656535,0.139610942249,0.010443768997,0.451683890578,0.0,0.462127659574,0.010443768997,0.0,0.010443768997,0.0,1.0,1.0,6.0,2.0,
HH,13,POST,purple,N,X,8350,1825,0,0,0.00576291793313,0.0,0.00796352583587,0.175319148936,0.0336291793313,0.0113191489362,0.395610942249,0.0449483282675,0.429240121581,0.241398176292,0.14170212766,0.0,5.0,3.0,1.0,1.0,
HH,13,POST,blue,N,X,0,0,0,0,0.00346504559271,0.0,0.0167902735562,0.251513677812,0.0483647416413,0.00869300911854,0.0459088145897,0.0570577507599,0.094273556231,0.00910638297872,0.0288632218845,0.0,6.0,4.0,5.0,4.0,
HH,13,POST,green,N,X,2225,2625,0,0,0.0036717325228,0.0,0.000547112462006,0.0816048632219,0.083914893617,0.0432583586626,0.253155015198,0.12717325228,0.337069908815,0.0292887537994,0.187124620061,0.0,4.0,2.0,2.0,2.0,
HH,14,PRE,yellow,R,H,15050,0,32325,0,0.0100157390185,0.0,0.00135927886679,0.0892473887538,0.0334811847188,0.129238803835,0.413757332952,0.162719988553,0.447238517671,0.0334811847188,0.0,0.0,4.0,1.0,2.0,1.0,
HH,14,PRE,orange,N,X,675,1000,0,0,0.00307626269853,0.0,0.00733295178137,0.177207039634,0.0524037773644,0.235119473458,0.153956216912,0.287523250823,0.206359994277,0.0325153813135,0.0,0.0,3.0,3.0,3.0,2.0,
HH,14,PRE,red,N,X,1325,225,0,0,0.00482901702676,0.0,0.0019316068107,0.154027757905,0.0278652167692,0.029224495636,0.433681499499,0.0570897124052,0.461546716268,0.0764773215052,0.0,0.0,5.0,4.0,1.0,1.0,
HH,14,PRE,purple,N,X,350,0,0,0,0.0146301330662,0.0,0.0103376734869,0.0692874517098,0.0173844612963,0.326155387037,0.0,0.343539848333,0.0173844612963,0.0,0.0,0.0,2.0,2.0,6.0,4.0,
HH,14,PRE,blue,G,H,600,16750,0,10150,0.0114465588782,0.0,0.0131277722135,0.20439261697,0.0931463728717,0.0,0.0238589211618,0.0931463728717,0.117005294033,0.00411360709687,0.0931463728717,0.0,6.0,2.0,5.0,2.0,
HH,14,PRE,green,N,X,225,0,0,0,0.00622406639004,0.0,0.00253970525111,0.0603448275862,0.00837029617971,0.383924738875,0.0784089283159,0.392295035055,0.0867792244956,0.016132493919,0.0,0.0,1.0,1.0,4.0,3.0,
HH,14,POST,yellow,R,H,15050,0,32325,0,0.0255734504636,0.0,0.00106149341142,0.0724255734505,0.0825280624695,0.744387506101,0.0,0.82691556857,0.0825280624695,0.0825280624695,0.0,0.0,1.0,1.0,6.0,2.0,
HH,14,POST,orange,N,X,675,1000,0,0,0.00337969741337,0.0,0.0126525134212,0.10448999512,0.0433016105417,0.0662030258663,0.244082479258,0.109504636408,0.2873840898,0.100878477306,0.0448389458272,0.0,5.0,3.0,3.0,3.0,
HH,14,POST,red,N,X,1325,225,0,0,0.0046486090776,0.0,0.00203757930698,0.0663006344558,0.0153611517814,0.0786603221083,0.612445095168,0.0940214738897,0.62780624695,0.377586627623,0.109736456808,0.0,4.0,2.0,1.0,1.0,
HH,14,POST,purple,N,X,350,0,0,0,0.015775988287,0.0,0.00705222059541,0.116398243045,0.0304782820888,0.198999511957,0.169436310395,0.229477794046,0.199914592484,0.0911298194241,0.0420693020986,0.0,3.0,1.0,4.0,4.0,
HH,14,POST,blue,G,H,600,16750,0,10150,0.0188628599317,0.0,0.00175695461201,0.108003904344,0.113311371401,0.427781844802,0.0531112737921,0.541093216203,0.166422645193,0.0170815031723,0.113311371401,0.0,2.0,2.0,5.0,1.0,
HH,14,POST,green,N,X,225,0,0,0,0.00189116642265,0.0,0.00292825768668,0.0655197657394,0.0124084919473,0.0343216203026,0.471278672523,0.0467301122499,0.48368716447,0.157711078575,0.231137140068,0.0,6.0,4.0,2.0,2.0,
HH,15,PRE,yellow,R,H,31250,325,47250,0,0.0,0.0,0.000568646266482,0.00607740697302,0.0,0.0,0.071827131535,0.0,0.071827131535,0.0,0.00440700856523,0.0,6.0,2.0,1.0,1.0,
HH,15,PRE,orange,N,X,250,7725,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,
HH,15,PRE,red,N,X,0,0,0,0,0.0,0.0,7.10807833102e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,3.0,
HH,15,PRE,purple,G,H,800,29450,0,23625,0.00678821480613,0.0,0.000355403916551,0.0105910367132,0.0,0.00440700856523,0.0,0.00440700856523,0.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,
HH,15,PRE,blue,N,X,750,350,275,300,0.0,0.0,0.000106621174965,0.0,0.0,0.0674201229698,0.0,0.0674201229698,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,
HH,15,PRE,green,N,X,0,0,0,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,
HH,15,POST,yellow,R,H,31250,325,47250,0,0.00734754755734,0.0,0.000831336495672,0.0178859601937,0.00292190327155,0.161572693041,0.0,0.164494596313,0.00292190327155,0.00292190327155,0.0,0.0,2.0,2.0,6.0,2.0,
HH,15,POST,orange,N,X,250,7725,0,0,0.000794659885569,0.0,0.00174825174825,0.0825101471955,0.0121155068708,0.0,0.643735634994,0.0121155068708,0.655851141865,0.110690009291,0.359357425791,0.0,6.0,4.0,1.0,1.0,
HH,15,POST,red,N,X,0,0,0,0,0.00980488043425,0.0,0.00188273265196,0.0843073010905,0.0107095701501,0.00603941513032,0.0947112328231,0.0167489852805,0.105420802973,0.0276174874077,0.0328133405056,0.0,5.0,3.0,2.0,2.0,
HH,15,POST,purple,G,H,800,29450,0,23625,0.0164677979363,0.0,0.00139371118392,0.0639517824833,0.0244755244755,0.392170766297,0.0169934960145,0.416646290772,0.04146902049,0.0160888062986,0.0244755244755,0.0,1.0,1.0,3.0,1.0,
HH,15,POST,blue,N,X,750,350,275,300,0.00136926011052,0.0,0.00107584722969,0.034476013497,0.00449899750599,0.13993349308,0.00717639004352,0.144432490586,0.0116753875495,0.00717639004352,0.0,0.0,3.0,1.0,4.0,3.0,
HH,15,POST,green,N,X,0,0,0,450,0.00179715389506,0.0,0.00124700474351,0.0304171353122,0.00476795931341,0.062900386327,0.0,0.0676683456404,0.00476795931341,0.0,0.0,0.0,4.0,2.0,5.0,4.0,
HH,16,PRE,yellow,N,X,0,325,0,0,0.00934309729086,0.0,0.0159085170088,0.11157606147,0.020165217705,0.0347750802641,0.069189423181,0.054940297969,0.089354640886,0.0152952635186,0.0,0.0,3.0,2.0,4.0,3.0,
HH,16,PRE,orange,R,H,875,0,35250,0,0.0108581941488,0.0,0.00223657155225,0.0448035785145,0.0171710977237,0.106778254753,0.104289167057,0.123949352476,0.121460264781,0.0171710977237,0.0,0.0,2.0,1.0,3.0,1.0,
HH,16,PRE,red,G,H,0,14150,0,167400,0.0,0.0,0.0134555030482,0.0387792648173,0.00230871902168,0.0,0.00984812957686,0.00230871902168,0.0121568485985,0.00407633202265,0.00230871902168,0.0,6.0,2.0,5.0,2.0,
HH,16,PRE,purple,N,X,13225,4275,0,250,0.00389596334909,0.0,0.00299411998124,0.0856029724757,0.0146820100285,0.0332239096714,0.233541358537,0.0479059196999,0.248223368565,0.0261895314022,0.0,0.0,4.0,3.0,2.0,2.0,
HH,16,PRE,blue,N,X,0,0,275,0,0.00667364092204,0.0,0.00259730889939,0.132534901338,0.018397604704,0.00537498647235,0.303199740269,0.0237725911764,0.321597344973,0.0548681504996,0.0,0.0,5.0,4.0,1.0,1.0,
HH,16,PRE,green,N,X,300,250,0,0,0.022690379135,0.0,0.00613253490134,0.0969661989106,0.0349554489376,0.548465062588,0.00854947512716,0.583420511526,0.0435049240648,0.00634897730962,0.0,0.0,1.0,1.0,6.0,4.0,
HH,16,POST,yellow,N,X,0,325,0,0,0.00862980355518,0.0,0.0124283922996,0.140498610872,0.0423376687237,0.0904654193199,0.114215818848,0.132803088044,0.156553487572,0.0400019669068,0.0,0.0,3.0,2.0,4.0,4.0,
HH,16,POST,orange,R,H,875,0,35250,0,0.0153910456568,0.0,0.00142600742507,0.0628426720429,0.0196813610995,0.47258623657,0.00109409190372,0.492267597669,0.0207754530032,0.0196813610995,0.0,0.0,1.0,1.0,5.0,1.0,
HH,16,POST,red,G,H,0,14150,0,167400,0.00297494652472,0.0,0.0160794630344,0.11275293192,0.0194846704202,0.0478081282423,0.000823642219654,0.0672927986625,0.0203083126398,0.0,0.0194846704202,0.0,4.0,2.0,6.0,2.0,
HH,16,POST,purple,N,X,13225,4275,0,250,0.0102156221572,0.0,0.00668748309689,0.113613453642,0.010264794827,0.0328719297814,0.153578541047,0.0431367246085,0.163843335874,0.0987756005212,0.0106212966833,0.0,6.0,4.0,3.0,3.0,
HH,16,POST,blue,N,X,0,0,275,0,0.00347896639048,0.0,0.00937968677009,0.163695817864,0.0189560642195,0.0366090526885,0.210151697686,0.055565116908,0.229107761906,0.131131217269,0.0,0.0,5.0,3.0,2.0,2.0,
HH,16,POST,green,N,X,300,250,0,0,0.00663831042706,0.0,0.00875273522976,0.107638974258,0.0162638605463,0.113416762963,0.31389373786,0.129680623509,0.330157598407,0.202677451872,0.037186831559,0.0,2.0,1.0,1.0,1.0,
HH,17,PRE,yellow,N,X,0,0,0,0,0.0182379654859,0.0,0.00406902815622,0.0811625794732,0.0066485013624,0.986485013624,0.0,0.993133514986,0.0066485013624,0.0,0.0,0.0,1.0,1.0,6.0,4.0,
HH,17,PRE,orange,G,H,0,10100,0,20625,0.0053042688465,0.0,0.00123524069028,0.0845776566757,0.0239055404178,0.09540417802,0.16123524069,0.119309718438,0.185140781108,0.023578564941,0.0239055404178,0.0,3.0,1.0,4.0,2.0,
HH,17,PRE,red,N,X,9450,6425,0,0,0.00599455040872,0.0,0.0016348773842,0.157166212534,0.0114078110808,0.0128247048138,0.590990009083,0.0242325158946,0.602397820163,0.0167484105359,0.053514986376,0.0,5.0,3.0,1.0,1.0,
HH,17,PRE,purple,R,H,20050,0,21800,0,0.0022161671208,0.0,0.0030881017257,0.0707356948229,0.0203451407811,0.0403269754768,0.434841053588,0.0606721162579,0.455186194369,0.0203451407811,0.00708446866485,0.0,4.0,2.0,2.0,1.0,
HH,17,PRE,blue,N,X,0,0,0,0,0.00690281562216,0.0,0.0172933696639,0.157892824705,0.0211444141689,0.0,0.0786920980926,0.0211444141689,0.0998365122616,0.0,0.0348047229791,0.0,6.0,4.0,5.0,3.0,
HH,17,PRE,green,N,X,0,2675,0,0,0.0370208900999,0.0,0.00170753860127,0.0548955495005,0.00450499545867,0.307029972752,0.176312443233,0.311534968211,0.180817438692,0.0,0.0,0.0,2.0,2.0,3.0,2.0,
HH,17,POST,yellow,N,X,0,0,0,0,0.00710349784379,0.0,0.00249161475803,0.0601940584571,0.0122664111164,0.270376137997,0.0,0.282642549114,0.0122664111164,0.0,0.0,0.0,3.0,1.0,6.0,4.0,
HH,17,POST,orange,G,H,0,10100,0,20625,0.0192980354576,0.0,0.000551030186871,0.0569238140872,0.0160517489219,0.391159559176,0.0150814566363,0.407211308098,0.0311332055582,0.0,0.0160517489219,0.0,1.0,1.0,5.0,2.0,
HH,17,POST,red,N,X,9450,6425,0,0,0.0044801149976,0.0,0.0038691902252,0.153737422137,0.0281264973646,0.0,0.58853617633,0.0281264973646,0.616662673694,0.167357450886,0.228006708194,0.0,6.0,4.0,1.0,1.0,
HH,17,POST,purple,R,H,20050,0,21800,0,0.0151173933876,0.0,0.00200047915668,0.13845232391,0.0288811691423,0.273490656445,0.0700766650695,0.302371825587,0.0989578342118,0.0288811691423,0.00207235265932,0.0,2.0,2.0,4.0,1.0,
HH,17,POST,blue,N,X,0,0,0,0,0.00258744609487,0.0,0.00551030186871,0.125287494011,0.0189506468615,0.0367034020125,0.223239099185,0.055654048874,0.242189746047,0.0977120268328,0.0734786775276,0.0,5.0,3.0,2.0,2.0,
HH,17,POST,green,N,X,0,2675,0,0,0.0129372304744,0.0,0.000718735026354,0.055773838045,0.0340081456636,0.130067081936,0.204863440345,0.164075227599,0.238871586009,0.00842117872544,0.0876018207954,0.0,4.0,2.0,3.0,3.0,
HH,18,PRE,yellow,N,X,11350,3900,0,0,0.00468559982831,0.0,0.000643822877173,0.0,0.0,0.016310179555,0.0,0.016310179555,0.0,0.0,0.0,0.0,4.0,3.0,6.0,4.0,
HH,18,PRE,orange,R,H,12100,0,59500,0,0.0,0.0,0.000679590814794,0.00318334644824,0.0,0.647292367122,0.0,0.647292367122,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,
HH,18,PRE,red,N,X,3375,0,0,0,0.00321911438586,0.0,0.00286143500966,0.150690321196,0.0293654767866,0.0154159811145,0.602117461907,0.0447814579011,0.631482938694,0.528149366908,0.0,0.0,5.0,4.0,1.0,1.0,
HH,18,PRE,purple,G,H,500,4300,16100,19400,0.0060447814579,0.0,0.0187066313756,0.14732813506,0.0156305887403,0.0,0.0989341154589,0.0156305887403,0.114564704199,0.0321196079834,0.0156305887403,0.0,6.0,2.0,2.0,1.0,
HH,18,PRE,blue,N,X,1575,825,200,225,0.0,0.0,0.00153802131769,0.0291508691609,0.00110880606624,0.0440660991487,0.0669933471636,0.045174905215,0.0681021532298,0.0536876743687,0.0,0.0,3.0,2.0,3.0,2.0,
HH,18,PRE,green,N,X,200,0,0,0,0.0,0.0,0.000715358752414,0.0275055440303,0.0,0.085342299163,0.0403820015738,0.085342299163,0.0403820015738,0.0333357178625,0.0,0.0,2.0,1.0,4.0,3.0,
HH,18,POST,yellow,N,X,11350,3900,0,0,0.0043177998847,0.0,0.00141064484869,0.0783705212026,0.0188413085878,0.0484157845025,0.339511548888,0.0672570930903,0.358352857476,0.173055456742,0.12214957742,0.0,5.0,3.0,2.0,2.0,
HH,18,POST,orange,R,H,12100,0,59500,0,0.00566711234866,0.0,0.0007605215706,0.0610993216638,0.0160568183212,0.841701115023,0.0,0.857757933344,0.0160568183212,0.0160568183212,0.0,0.0,1.0,1.0,6.0,2.0,
HH,18,POST,red,N,X,3375,0,0,0,0.0111256945893,0.0,0.00339781411381,0.144486831937,0.0289979514984,0.0251830771684,0.546250751322,0.0541810286668,0.57524870282,0.373305692872,0.134869914012,0.0,6.0,4.0,1.0,1.0,
