treatmentgroup,replicate,period,color,treatment,level,headRFP,headGFP,bodyRFP,bodyGFP,gaster,other,antenna,head,selfG,groomIn,groomOut,totGroomIn,totGroomOut,groomToR,groomToG,groomToT,rankGroomInGeneral,rankGroomInParticular,rankGroomOutGeneral,rankGroomOutParticular,
HL,2,POST,blue,G,H,0,3250,0,4350,0.0344162188569,0.00166096726917,0.00212506106497,0.11829506595,0.0539936492428,0.362884709331,0.27254518808,0.416878358574,0.326538837323,0.0534807034685,0.0539936492428,0.0,1.0,1.0,3.0,1.0,
HL,2,POST,green,N,X,0,0,0,0,0.00610649731314,0.000732779677577,0.0103566194431,0.1488641915,0.119626282364,0.171006350757,0.0575109916952,0.290632633122,0.17713727406,0.00610649731314,0.0191988275525,0.0,3.0,1.0,5.0,4.0,
HL,3,PRE,yellow,N,X,0,575,0,0,0.0,0.0,0.000496753361956,0.0,0.0,0.0948444097506,0.056700848029,0.0948444097506,0.056700848029,0.022318418905,0.0,0.0,3.0,2.0,5.0,4.0,
HL,3,PRE,orange,G,L,0,1125,0,9400,0.0139800589008,0.0,0.00940283149416,0.0289181421424,0.0267537167796,0.00244828442678,0.342937231664,0.0292020012064,0.369690948444,0.126636624916,0.0267537167796,0.0,6.0,2.0,1.0,1.0,
HL,3,PRE,red,R,H,1775,0,70750,0,0.0045062626406,0.0,0.00191604868183,0.0178476386474,0.0067771351524,0.372706950999,0.0406273285314,0.379484086151,0.0474044636838,0.0067771351524,0.0,0.0,2.0,1.0,6.0,2.0,
HL,3,PRE,purple,N,X,375,225,0,0,0.0491076180676,0.0,0.010822126814,0.011318880176,0.00759322996132,0.0862931554483,0.143916545435,0.0938863854096,0.151509775397,0.0515913848774,0.00244828442678,0.0,4.0,3.0,4.0,3.0,
HL,3,PRE,blue,N,X,9125,2950,0,0,0.0252989390767,0.0,0.00344179115069,0.0736259447184,0.0134123407728,0.374516552532,0.20874285917,0.387928893304,0.222155199943,0.147961537097,0.0,0.0,1.0,1.0,3.0,2.0,
HL,3,PRE,green,N,X,1075,225,550,0,0.022815172267,0.00198701344782,0.0045417450236,0.0939218677926,0.0697583649718,0.0751871695703,0.213071709896,0.144945534542,0.282830074868,0.0241989852038,0.0,0.0,5.0,4.0,2.0,1.0,
HL,3,POST,yellow,N,X,0,575,0,0,0.00152598377891,0.0,0.00308801441874,0.0328386902974,0.0153799939922,0.0197296485431,0.291306698708,0.0351096425353,0.306686692701,0.0658576148994,0.212616401322,0.0,4.0,2.0,3.0,3.0,
HL,3,POST,orange,G,L,0,1125,0,9400,0.0108741363773,0.000648843496546,0.00212676479423,0.0759267047161,0.0757224391709,0.559555422049,0.0170141183539,0.63527786122,0.0927365575248,0.0153199158907,0.0757224391709,0.0,2.0,2.0,5.0,1.0,
HL,3,POST,red,R,H,1775,0,70750,0,0.0,0.0,0.00102132772604,0.0215319915891,0.0,0.580066085912,0.0,0.580066085912,0.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,
HL,3,POST,purple,N,X,375,225,0,0,0.0067647942325,0.0,0.0152358065485,0.0505737458696,0.0649684589967,0.0211114448783,0.123376389306,0.086079903875,0.188344848303,0.0613517572845,0.047882246921,0.0,3.0,1.0,4.0,4.0,
HL,3,POST,blue,N,X,9125,2950,0,0,0.00665665364974,0.0,0.00395313908081,0.094707119255,0.0357825172725,0.01725443076,0.46863322319,0.0530369480324,0.504415740463,0.238846500451,0.205539200961,0.0,5.0,3.0,1.0,1.0,
HL,3,POST,green,N,X,1075,225,550,0,0.00273956142986,0.0,0.0146470411535,0.0238510063082,0.0159687593872,0.0136497446681,0.311036347251,0.0296185040553,0.327005106639,0.198690297387,0.0935175728447,0.0,6.0,4.0,2.0,2.0,
HL,4,PRE,yellow,N,X,575,675,0,0,0.0147053510135,0.0,0.00686490587853,0.0184268526213,0.0105864074864,0.0222567474799,0.141308667847,0.0328431549662,0.151895075333,0.00227625826499,0.0692271561224,0.0,6.0,4.0,4.0,3.0,
HL,4,PRE,orange,N,X,0,0,0,0,0.0161144632728,0.0,0.00173429201142,0.0526068576797,0.00473317194783,0.124507713986,0.358709397695,0.129240885934,0.363442569643,0.141886765184,0.142211944936,0.0,3.0,1.0,1.0,1.0,
