HL,1,yellow,N,X,0,300,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HL,1,orange,R,L,4675,0,6850,0,87718.576101,87363.650638,84431.990199,80604.985620,79077.767208,74856.822566,72021.948881,69030.946416,65604.135922,63185.109525,61656.149386,61403.229518,61403.229518,61403.229518,60268.935907,59627.967800,59627.967800,59627.967800,59398.644616,58295.554731,58295.554731,57353.987148,56620.210527,55724.290351,55724.290351,55724.290351,55724.290351,55041.248703,52634.737725,50281.925879,48882.398147,47736.493919,46971.302868,45415.403780,43373.910399,41252.842798,39578.351122,37565.645239,36154.679676,35449.685339,34492.104721,33550.188183,32624.021539,31713.683045,30889.635423,30889.635423,30602.684377,30602.684377,29902.415231,29661.762410,29553.330417,29553.330417,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29435.513642,29431.651116,29302.614500,28451.998549,27169.335049,26359.711545,25566.226880,24788.884284,23764.686411,23025.239425,22379.093251,22379.093251,22379.093251,22255.494826,21549.197382,20858.876629,20184.467307,19525.893203,18883.067175,18228.731346,17036.887977,15905.144874,15317.410012,15279.602701,15279.602701,15279.602701,15279.602701,15279.602701,15279.602701,15279.602701,15279.602701,15279.602701,15279.602701,15233.365807,14989.408430,14989.408430,14757.861665,14757.861665,14757.861665,14757.861665,14757.861665,14757.861665,14757.861665,14434.541207,14434.541207,14434.541207,14434.541207,14434.541207,14434.541207,14434.541207,14434.541207,14434.541207,14434.541207,13943.715370,13446.804431,12964.066450,12271.054390,12183.267657,12049.715980,11961.209494,11866.275880,11866.275880,11866.275880,11766.036949,11397.555867,11397.555867,11397.555867,11082.781440,10653.608624,10385.698998,10087.460547,10087.460547,9968.815879,9968.815879,9968.815879,9968.815879,9968.815879,9968.815879,9968.815879,9939.443615,9939.443615,9939.443615,9939.443615,9939.443615,9939.443615,9939.443615,9939.443615,9939.443615,9939.443615,9939.443615,9878.421981,9503.988080,9141.628028,8791.089284,8452.116380,8124.451450,7807.834741,7502.005122,7206.700581,6921.658707,6907.116800,6907.116800,6907.116800,6907.116800,6907.116800,6907.116800,6850.000000,6850.000000,6850.000000,6850.000000,6850.000000,6850.000000,6850.000000
HL,1,red,N,X,275,1225,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HL,1,purple,G,H,0,1875,0,15200,220979.612908,220979.612908,220979.612908,220979.612908,220979.612908,219802.155260,219721.396529,219721.396529,219470.672616,217561.486263,215795.014343,211015.864347,205180.289214,200016.947259,196270.426928,192151.001985,187394.136721,184189.356220,180878.538963,177260.834319,174313.359446,172493.214214,170677.418203,168769.674775,165165.386519,161916.677955,158348.155934,155513.688863,153644.064166,152112.795414,150351.062806,148019.100894,144530.755953,141175.347563,141025.147309,139837.742856,138114.187987,136396.393427,134684.446109,133932.334726,132228.965899,130351.338096,128593.493667,126909.525085,125231.918949,123771.733261,122467.883378,120807.655592,119154.155894,117507.488396,115671.929798,112777.164673,109553.799444,107591.616012,104812.424412,101665.694537,98551.459481,95470.737363,92819.991654,90468.629917,88343.751614,88170.687000,87186.250273,85704.036453,84231.324112,82933.100317,81478.717135,80305.577686,79930.207656,79930.207656,79930.207656,79309.670361,79309.670361,79309.670361,78961.612064,78716.033500,78451.665509,78232.129860,78232.129860,78108.121373,77727.286125,76309.480823,74902.157682,73505.473414,72539.219951,71160.945412,69793.738775,68818.168541,68818.168541,68818.168541,68495.632024,67150.554411,65817.024209,64495.205183,63185.261696,61887.358549,60601.660828,59328.333729,57691.446715,56447.201593,55215.870701,54233.794961,53473.938378,52274.711438,51088.955283,49302.839000,47028.564828,44810.911212,42651.005929,40549.916439,38778.377174,38517.513311,37935.059284,36033.426287,34525.957254,33443.769393,31626.172656,30958.452540,30606.170480,30164.878277,29915.133639,29736.303159,29681.938984,29681.938984,29681.938984,29025.307401,28137.544141,27309.046546,26496.671222,25700.433174,24920.337366,24156.378511,23408.540873,22676.798106,22240.395849,22031.587567,22031.587567,21868.257449,21349.002457,21161.489435,21161.489435,21161.489435,21161.489435,21161.489435,20681.179030,20367.442746,20310.240095,20310.240095,20310.240095,20310.240095,20310.240095,20310.240095,20280.165175,20214.153820,19704.459532,19704.459532,19704.459532,19704.459532,19702.986506,19611.962157,19611.962157,19611.962157,19611.962157,19611.962157,19174.297613,18361.127476,17746.865982,17371.997764,17371.997764,17371.997764,17239.733556,16653.867818,16083.200415,15691.149086,15691.149086,15588.362826,15356.966833,15249.803334,15249.803334,15249.803334,15200.000000
HL,1,blue,N,X,700,325,200,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HL,1,green,N,X,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HL,2,yellow,N,X,425,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HL,2,orange,N,X,275,400,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HL,2,red,R,L,2650,0,2050,0,26878.602295,26878.602295,26878.602295,26878.602295,26878.602295,26878.602295,26878.602295,26451.231554,25655.905947,24876.722557,24113.675511,23366.748477,22635.914505,21665.430723,20120.772574,19463.709154,18865.569645,18526.052898,17907.690249,17304.802550,16717.264415,15884.373752,14812.634857,13871.191518,13578.536099,13467.974421,13365.768081,13365.768081,13365.768081,13365.768081,13365.768081,13365.768081,13365.768081,13365.768081,13365.768081,13365.768081,13223.016654,12746.730609,12284.321393,11835.576979,11010.094065,10214.706325,9528.428610,8992.410953,8646.779775,8383.472482,8058.112467,7743.746796,7440.114116,7374.498032,7374.498032,7337.832389,7337.832389,7337.832389,7337.832389,7337.832389,7337.832389,7095.712538,6814.553449,6587.164168,6587.164168,6479.006735,6362.577522,6099.780016,5983.425027,5823.663944,5754.845386,5754.845386,5754.845386,5754.845386,5754.845386,5754.845386,5754.845386,5746.790837,5746.790837,5746.790837,5746.790837,5746.790837,5746.790837,5746.790837,5746.790837,5746.790837,5746.790837,5654.703460,5559.836763,5491.281507,5488.190358,5488.190358,5488.190358,5488.190358,5488.190358,5433.559922,5045.857084,4839.028732,4639.986897,4448.490036,4390.884028,4225.685929,4050.058235,3881.225626,3770.915163,3612.967107,3361.938788,3332.970141,3332.970141,3332.970141,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3309.046033,3300.660252,3246.359753,3218.327405,3212.353410,3212.353410,3212.353410,3212.353410,3179.655230,3045.110253,2915.957982,2792.006035,2673.067057,2558.958724,2449.503748,2344.529862,2243.869792,2170.418429,2152.789797,2152.789797,2152.789797,2152.789797,2142.304817,2050.000000
HL,2,purple,N,X,325,2475,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
