Replicate,Dish,Colour,part,ch1,ch2
16,IV,purple,head,13225,4275
16,IV,purple,body,0,250
16,IV,red,body,0,167400
16,IV,red,head,0,14150
16,IV,yellow,head,0,325
16,IV,yellow,body,0,0
16,V,blue,head,0,0
16,V,blue,body,0,0
16,V,green,head,15100,0
16,V,green,body,26575,0
16,V,orange,head,0,4050
16,V,orange,body,0,16000
16,V,purple,head,900,8050
16,V,purple,body,0,0
16,V,red,head,1225,0
16,V,red,body,0,0
16,V,yellow,head,0,0
16,V,yellow,body,175,0
16,VI,blue,head,275,0
16,VI,blue,body,0,0
16,VI,green,head,15500,0
16,VI,green,body,43000,0
16,VI,orange,head,425,0
16,VI,orange,body,175,0
16,VI,purple,head,3525,0
16,VI,purple,body,0,0
16,VI,red,head,450,0
16,VI,red,body,0,0
16,VI,yellow,head,11450,0
16,VI,yellow,body,275,0
17,I,blue,head,1150,0
17,I,blue,body,0,0
17,I,green,head,0,0
17,I,green,body,0,0
17,I,orange,head,6125,0
17,I,orange,body,225,0
17,I,purple,head,11100,0
17,I,purple,body,27500,0
17,I,red,head,250,0
17,I,red,body,0,0
17,I,yellow,head,21500,0
17,I,yellow,body,0,0
17,II,blue,head,9850,350
17,II,blue,body,26625,0
17,II,green,head,1000,3000
17,II,green,body,5700,16100
17,II,orange,head,2975,3850
17,II,orange,body,0,325
17,II,purple,head,0,0
17,II,purple,body,0,0
17,II,red,head,0,0
17,II,red,body,375,0
17,II,yellow,head,8150,8725
17,II,yellow,body,0,0
17,III,blue,head,0,6950
17,III,blue,body,0,0
17,III,green,head,0,800
17,III,green,body,0,0
17,III,orange,head,0,4575
17,III,orange,body,0,0
17,III,purple,head,0,21225
17,III,purple,body,0,27600
17,III,red,head,0,0
17,III,red,body,0,0
17,III,yellow,head,0,10625
17,III,yellow,body,0,0
17,IV,blue,head,575,600
17,IV,blue,body,0,0
17,IV,green,head,3500,7950
17,IV,green,body,0,0
17,IV,orange,head,7375,0
17,IV,orange,body,19875,0
17,IV,purple,head,0,11425
17,IV,purple,body,0,32100
17,IV,red,head,0,250
17,IV,red,body,0,0
17,IV,yellow,head,3000,0
17,IV,yellow,body,0,0
17,V,blue,head,0,0
17,V,blue,body,0,0
17,V,green,head,0,2675
17,V,green,body,0,0
17,V,orange,head,0,10100
17,V,orange,body,0,20625
17,V,purple,head,20050,0
17,V,purple,body,21800,0
17,V,red,head,9450,6425
17,V,red,body,0,0
17,V,yellow,head,0,0
17,V,yellow,body,0,0
17,VI,blue,head,0,0
17,VI,blue,body,0,0
17,VI,green,head,0,0
17,VI,green,body,0,0
17,VI,orange,head,0,0
17,VI,orange,body,0,0
17,VI,purple,head,0,0
17,VI,purple,body,0,0
17,VI,red,head,0,0
17,VI,red,body,0,0
17,VI,yellow,head,0,0
17,VI,yellow,body,0,0
18,II,blue,head,1575,825
18,II,blue,body,200,225
18,II,green,head,200,0
18,II,green,body,0,0
18,II,orange,head,12100,0
18,II,orange,body,59500,0
18,II,purple,head,500,4300
18,II,purple,body,16100,19400
18,II,red,head,3375,0
18,II,red,body,0,0
18,II,yellow,head,11350,3900
18,II,yellow,body,0,0
18,III,blue,head,0,2450
18,III,blue,body,10850,350
18,III,green,head,1300,4475
18,III,green,body,0,0
18,III,orange,head,0,1775
18,III,orange,body,0,18800
18,III,purple,head,12200,300
18,III,purple,body,10300,0
18,III,red,head,0,425
18,III,red,body,175,250
18,III,yellow,head,225,425
18,III,yellow,body,0,0
18,IV,blue,head,0,0
18,IV,blue,body,0,0
18,IV,green,head,0,0
18,IV,green,body,0,0
18,IV,orange,head,0,0
18,IV,orange,body,0,0
18,IV,purple,head,0,0
18,IV,purple,body,0,0
18,IV,red,head,0,0
18,IV,red,body,0,0
18,IV,yellow,head,0,0
18,IV,yellow,body,0,0
18,V,blue,head,0,0
18,V,blue,body,0,0
18,V,green,head,0,725
18,V,green,body,0,450
18,V,orange,head,0,8400
18,V,orange,body,0,72750
18,V,purple,head,2750,10500
18,V,purple,body,0,0
18,V,red,head,200,2925
18,V,red,body,0,0
18,V,yellow,head,9825,6975
18,V,yellow,body,29000,0
18,VI,blue,head,0,6225
18,VI,blue,body,0,0
18,VI,green,head,0,475
18,VI,green,body,0,0
18,VI,orange,head,0,3175
18,VI,orange,body,0,0
18,VI,purple,head,0,0
18,VI,purple,body,0,0
18,VI,red,head,0,4200
18,VI,red,body,0,0
18,VI,yellow,head,0,33000
18,VI,yellow,body,0,48500
