LTx,4,119,318,yellow,G,L,G,blue,T,X
LTx,4,539,60,yellow,G,L,G,purple,N,X
LTx,4,730,142,yellow,G,L,G,purple,N,X
LTx,4,1748,41,yellow,G,L,G,purple,N,X
LTx,4,1831,108,yellow,G,L,G,blue,T,X
LTx,4,2155,14,yellow,G,L,S,yellow,G,L
LTx,4,2198,16,yellow,G,L,S,yellow,G,L
LTx,4,6127,195,yellow,G,L,G,purple,N,X
LTx,4,10506,28,yellow,G,L,S,yellow,G,L
LTx,4,12985,18,yellow,G,L,S,yellow,G,L
LTx,4,15899,14,yellow,G,L,S,yellow,G,L
LTx,4,16066,7,yellow,G,L,S,yellow,G,L
LTx,4,16201,31,yellow,G,L,S,yellow,G,L
LTx,4,16369,343,yellow,G,L,G,red,N,X
LTx,4,16940,535,yellow,G,L,G,orange,N,X
LTx,4,17515,199,yellow,G,L,G,orange,N,X
LTx,4,17726,132,yellow,G,L,G,orange,N,X
LTx,4,22513,7,yellow,G,L,S,yellow,G,L
LTx,4,23179,29,yellow,G,L,S,yellow,G,L
LTx,4,597,236,orange,N,X,G,blue,T,X
LTx,4,941,62,orange,N,X,G,blue,T,X
LTx,4,1140,13,orange,N,X,S,orange,N,X
LTx,4,1202,107,orange,N,X,G,blue,T,X
LTx,4,1483,427,orange,N,X,G,purple,N,X
LTx,4,3455,180,orange,N,X,G,blue,T,X
LTx,4,3795,345,orange,N,X,G,green,N,X
LTx,4,4312,773,orange,N,X,G,blue,T,X
LTx,4,5652,10,orange,N,X,G,blue,T,X
LTx,4,5677,44,orange,N,X,G,yellow,G,L
LTx,4,5755,399,orange,N,X,G,blue,T,X
LTx,4,6467,189,orange,N,X,G,yellow,G,L
LTx,4,6695,309,orange,N,X,G,purple,N,X
LTx,4,7014,183,orange,N,X,G,yellow,G,L
LTx,4,7205,986,orange,N,X,G,purple,N,X
LTx,4,8286,126,orange,N,X,G,red,N,X
LTx,4,8856,24,orange,N,X,S,orange,N,X
LTx,4,8920,5,orange,N,X,S,orange,N,X
LTx,4,8982,23,orange,N,X,S,orange,N,X
LTx,4,9012,88,orange,N,X,G,blue,T,X
LTx,4,9294,968,orange,N,X,G,yellow,G,L
LTx,4,10545,1280,orange,N,X,G,green,N,X
LTx,4,12078,2552,orange,N,X,G,purple,N,X
LTx,4,14743,242,orange,N,X,G,green,N,X
LTx,4,16244,41,orange,N,X,S,orange,N,X
LTx,4,18456,527,orange,N,X,G,yellow,G,L
LTx,4,19193,693,orange,N,X,G,red,N,X
LTx,4,20097,702,orange,N,X,G,red,N,X
LTx,4,20898,669,orange,N,X,G,yellow,G,L
LTx,4,21918,279,orange,N,X,G,yellow,G,L
LTx,4,22253,203,orange,N,X,G,yellow,G,L
LTx,4,22919,18,orange,N,X,S,orange,N,X
LTx,4,22952,177,orange,N,X,G,blue,T,X
LTx,4,23177,1229,orange,N,X,G,green,N,X
LTx,4,24642,425,orange,N,X,G,green,N,X
LTx,4,25638,2040,orange,N,X,G,green,N,X
LTx,4,27782,912,orange,N,X,G,green,N,X
LTx,4,362,87,red,N,X,S,red,N,X
LTx,4,1041,12,red,N,X,S,red,N,X
LTx,4,1066,11,red,N,X,S,red,N,X
LTx,4,7338,7,red,N,X,S,red,N,X
LTx,4,2751,166,purple,N,X,G,yellow,G,L
LTx,4,15077,20,purple,N,X,S,purple,N,X
LTx,4,15427,52,purple,N,X,G,red,N,X
LTx,4,21007,35,purple,N,X,G,red,N,X
LTx,4,21097,37,purple,N,X,G,red,N,X
LTx,4,23264,16,purple,N,X,S,purple,N,X
LTx,4,23364,143,purple,N,X,G,yellow,G,L
LTx,4,23634,172,purple,N,X,G,yellow,G,L
LTx,4,23992,671,purple,N,X,G,green,N,X
LTx,4,25040,15,purple,N,X,G,blue,T,X
LTx,4,25172,6,purple,N,X,G,red,N,X
LTx,4,111,312,blue,T,X,G,purple,N,X
LTx,4,520,298,blue,T,X,G,purple,N,X
LTx,4,872,624,blue,T,X,G,yellow,G,L
LTx,4,1559,39,blue,T,X,G,red,N,X
LTx,4,2024,574,blue,T,X,G,orange,N,X
LTx,4,2679,36,blue,T,X,G,orange,N,X
LTx,4,2781,20,blue,T,X,S,blue,T,X
LTx,4,2818,43,blue,T,X,S,blue,T,X
LTx,4,3008,33,blue,T,X,S,blue,T,X
LTx,4,3154,35,blue,T,X,G,orange,N,X
LTx,4,3691,267,blue,T,X,G,green,N,X
LTx,4,3993,648,blue,T,X,G,yellow,G,L
LTx,4,4686,923,blue,T,X,G,yellow,G,L
LTx,4,6234,458,blue,T,X,G,purple,N,X
LTx,4,6901,19,blue,T,X,S,blue,T,X
LTx,4,7038,26,blue,T,X,S,blue,T,X
LTx,4,7071,166,blue,T,X,G,purple,N,X
LTx,4,7742,994,blue,T,X,G,green,N,X
LTx,4,8964,22,blue,T,X,S,blue,T,X
LTx,4,9653,31,blue,T,X,S,blue,T,X
LTx,4,9840,36,blue,T,X,S,blue,T,X
LTx,4,9924,144,blue,T,X,G,red,N,X
LTx,4,10192,62,blue,T,X,S,blue,T,X
LTx,4,10282,53,blue,T,X,S,blue,T,X
LTx,4,10668,382,blue,T,X,G,red,N,X
LTx,4,11166,27,blue,T,X,S,blue,T,X
LTx,4,11201,25,blue,T,X,S,blue,T,X
LTx,4,11509,1022,blue,T,X,G,yellow,G,L
LTx,4,12786,35,blue,T,X,S,blue,T,X
LTx,4,12993,623,blue,T,X,G,red,N,X
LTx,4,13633,100,blue,T,X,G,purple,N,X
LTx,4,13858,79,blue,T,X,S,blue,T,X
LTx,4,14024,32,blue,T,X,S,blue,T,X
LTx,4,14159,17,blue,T,X,S,blue,T,X
LTx,4,14682,643,blue,T,X,G,yellow,G,L
LTx,4,15800,18,blue,T,X,S,blue,T,X
LTx,4,15834,41,blue,T,X,S,blue,T,X
LTx,4,16126,25,blue,T,X,S,blue,T,X
LTx,4,16193,71,blue,T,X,G,red,N,X
LTx,4,17666,36,blue,T,X,S,blue,T,X
LTx,4,17714,267,blue,T,X,G,yellow,G,L
LTx,4,18935,23,blue,T,X,S,blue,T,X
LTx,4,19027,1023,blue,T,X,G,green,N,X
LTx,4,20065,64,blue,T,X,G,purple,N,X
LTx,4,20134,339,blue,T,X,G,green,N,X
LTx,4,20541,24,blue,T,X,G,green,N,X
LTx,4,20588,109,blue,T,X,G,purple,N,X
LTx,4,20720,57,blue,T,X,G,green,N,X
LTx,4,21755,34,blue,T,X,S,blue,T,X
LTx,4,22218,294,blue,T,X,G,green,N,X
LTx,4,22544,541,blue,T,X,G,yellow,G,L
LTx,4,23254,19,blue,T,X,S,blue,T,X
LTx,4,24002,20,blue,T,X,S,blue,T,X
LTx,4,24038,26,blue,T,X,S,blue,T,X
LTx,4,24329,17,blue,T,X,S,blue,T,X
LTx,4,25593,109,blue,T,X,S,blue,T,X
LTx,4,25729,23,blue,T,X,S,blue,T,X
LTx,4,25815,64,blue,T,X,G,purple,N,X
LTx,4,25939,578,blue,T,X,G,purple,N,X
LTx,4,26663,99,blue,T,X,S,blue,T,X
LTx,4,26988,35,blue,T,X,S,blue,T,X
LTx,4,27076,477,blue,T,X,G,red,N,X
LTx,4,1800,13,green,N,X,S,green,N,X
LTx,4,1976,17,green,N,X,S,green,N,X
LTx,4,2781,154,green,N,X,G,orange,N,X
LTx,4,4052,48,green,N,X,G,blue,T,X
LTx,4,0,1,yellow,G,L,A,yellow,G,L
LTx,4,23,1,yellow,G,L,A,yellow,G,L
LTx,4,75,1,yellow,G,L,A,yellow,G,L
LTx,4,88,1,yellow,G,L,A,yellow,G,L
LTx,4,494,1,yellow,G,L,A,yellow,G,L
LTx,4,507,1,yellow,G,L,A,yellow,G,L
LTx,4,625,1,yellow,G,L,A,yellow,G,L
LTx,4,645,1,yellow,G,L,A,yellow,G,L
LTx,4,684,1,yellow,G,L,A,yellow,G,L
LTx,4,712,1,yellow,G,L,A,yellow,G,L
LTx,4,730,1,yellow,G,L,A,yellow,G,L
LTx,4,1731,1,yellow,G,L,A,yellow,G,L
LTx,4,1741,1,yellow,G,L,A,yellow,G,L
LTx,4,1766,1,yellow,G,L,A,yellow,G,L
LTx,4,2008,1,yellow,G,L,A,yellow,G,L
LTx,4,2027,1,yellow,G,L,A,yellow,G,L
LTx,4,2045,1,yellow,G,L,A,yellow,G,L
LTx,4,2121,1,yellow,G,L,A,yellow,G,L
LTx,4,2213,122,yellow,G,L,H,yellow,G,L
LTx,4,2335,114,yellow,G,L,R,yellow,G,L
LTx,4,5903,1,yellow,G,L,A,yellow,G,L
LTx,4,5922,1,yellow,G,L,A,yellow,G,L
LTx,4,6039,1,yellow,G,L,A,yellow,G,L
LTx,4,6340,27,yellow,G,L,H,yellow,G,L
LTx,4,7812,1,yellow,G,L,A,yellow,G,L
LTx,4,7840,1,yellow,G,L,A,yellow,G,L
LTx,4,7876,1,yellow,G,L,A,yellow,G,L
LTx,4,7884,1,yellow,G,L,A,yellow,G,L
LTx,4,10652,1,yellow,G,L,A,yellow,G,L
LTx,4,10686,15,yellow,G,L,H,yellow,G,L
LTx,4,10701,1,yellow,G,L,A,yellow,G,L
LTx,4,12711,1,yellow,G,L,A,yellow,G,L
LTx,4,12751,1,yellow,G,L,A,yellow,G,L
LTx,4,13009,43,yellow,G,L,H,yellow,G,L
LTx,4,13052,1,yellow,G,L,A,yellow,G,L
LTx,4,13101,1,yellow,G,L,A,yellow,G,L
LTx,4,13121,201,yellow,G,L,H,yellow,G,L
LTx,4,13322,229,yellow,G,L,R,yellow,G,L
LTx,4,13843,1,yellow,G,L,A,yellow,G,L
LTx,4,13864,1,yellow,G,L,A,yellow,G,L
LTx,4,13987,1,yellow,G,L,A,yellow,G,L
LTx,4,14018,1,yellow,G,L,A,yellow,G,L
LTx,4,14059,1,yellow,G,L,A,yellow,G,L
LTx,4,14208,1,yellow,G,L,A,yellow,G,L
LTx,4,15475,1,yellow,G,L,A,yellow,G,L
LTx,4,15661,1,yellow,G,L,A,yellow,G,L
LTx,4,15676,1,yellow,G,L,A,yellow,G,L
LTx,4,15701,1,yellow,G,L,A,yellow,G,L
LTx,4,15746,1,yellow,G,L,A,yellow,G,L
LTx,4,15790,5,yellow,G,L,H,yellow,G,L
LTx,4,15795,1,yellow,G,L,A,yellow,G,L
LTx,4,15924,125,yellow,G,L,H,yellow,G,L
LTx,4,16095,91,yellow,G,L,H,yellow,G,L
LTx,4,16231,27,yellow,G,L,H,yellow,G,L
LTx,4,16798,1,yellow,G,L,A,yellow,G,L
LTx,4,16821,1,yellow,G,L,A,yellow,G,L
LTx,4,16836,47,yellow,G,L,H,yellow,G,L
LTx,4,16883,1,yellow,G,L,A,yellow,G,L
LTx,4,18246,1,yellow,G,L,A,yellow,G,L
LTx,4,21786,1,yellow,G,L,A,yellow,G,L
LTx,4,21850,51,yellow,G,L,H,yellow,G,L
LTx,4,21901,1,yellow,G,L,A,yellow,G,L
LTx,4,22530,26,yellow,G,L,H,yellow,G,L
LTx,4,23275,1,yellow,G,L,A,yellow,G,L
LTx,4,135,1,orange,N,X,A,orange,N,X
LTx,4,152,1,orange,N,X,A,orange,N,X
LTx,4,176,1,orange,N,X,A,orange,N,X
LTx,4,223,1,orange,N,X,A,orange,N,X
LTx,4,237,1,orange,N,X,A,orange,N,X
LTx,4,254,1,orange,N,X,A,orange,N,X
LTx,4,266,1,orange,N,X,A,orange,N,X
LTx,4,279,1,orange,N,X,A,orange,N,X
LTx,4,297,1,orange,N,X,A,orange,N,X
LTx,4,311,1,orange,N,X,A,orange,N,X
LTx,4,326,1,orange,N,X,A,orange,N,X
LTx,4,340,1,orange,N,X,A,orange,N,X
LTx,4,363,159,orange,N,X,H,orange,N,X
LTx,4,522,1,orange,N,X,A,orange,N,X
LTx,4,891,1,orange,N,X,A,orange,N,X
LTx,4,913,1,orange,N,X,A,orange,N,X
LTx,4,938,1,orange,N,X,A,orange,N,X
LTx,4,1105,1,orange,N,X,A,orange,N,X
LTx,4,1125,1,orange,N,X,A,orange,N,X
LTx,4,1210,1,orange,N,X,A,orange,N,X
LTx,4,1951,1,orange,N,X,H,orange,N,X
LTx,4,1952,1,orange,N,X,A,orange,N,X
LTx,4,2696,1,orange,N,X,A,orange,N,X
LTx,4,2774,1,orange,N,X,A,orange,N,X
LTx,4,2791,1,orange,N,X,A,orange,N,X
LTx,4,2804,1,orange,N,X,A,orange,N,X
LTx,4,2820,1,orange,N,X,A,orange,N,X
LTx,4,2835,1,orange,N,X,A,orange,N,X
LTx,4,2852,1,orange,N,X,A,orange,N,X
LTx,4,2868,1,orange,N,X,A,orange,N,X
LTx,4,2887,1,orange,N,X,A,orange,N,X
LTx,4,2911,1,orange,N,X,A,orange,N,X
LTx,4,2917,144,orange,N,X,R,orange,N,X
LTx,4,3685,1,orange,N,X,A,orange,N,X
LTx,4,3700,1,orange,N,X,A,orange,N,X
LTx,4,3727,1,orange,N,X,A,orange,N,X
LTx,4,3742,1,orange,N,X,A,orange,N,X
LTx,4,4259,1,orange,N,X,A,orange,N,X
LTx,4,4271,1,orange,N,X,A,orange,N,X
LTx,4,4286,1,orange,N,X,A,orange,N,X
LTx,4,5204,412,orange,N,X,H,orange,N,X
LTx,4,5616,1,orange,N,X,A,orange,N,X
LTx,4,6223,1,orange,N,X,A,orange,N,X
LTx,4,6258,1,orange,N,X,A,orange,N,X
LTx,4,6290,1,orange,N,X,A,orange,N,X
LTx,4,6328,62,orange,N,X,H,orange,N,X
LTx,4,8234,1,orange,N,X,A,orange,N,X
LTx,4,8264,1,orange,N,X,A,orange,N,X
LTx,4,8442,1,orange,N,X,A,orange,N,X
LTx,4,8729,1,orange,N,X,A,orange,N,X
LTx,4,8749,1,orange,N,X,A,orange,N,X
LTx,4,8774,1,orange,N,X,A,orange,N,X
LTx,4,8868,1,orange,N,X,A,orange,N,X
LTx,4,8882,1,orange,N,X,A,orange,N,X
LTx,4,8928,50,orange,N,X,H,orange,N,X
LTx,4,9172,71,orange,N,X,H,orange,N,X
LTx,4,9243,1,orange,N,X,A,orange,N,X
LTx,4,10363,73,orange,N,X,H,orange,N,X
LTx,4,10436,1,orange,N,X,A,orange,N,X
LTx,4,10492,31,orange,N,X,H,orange,N,X
LTx,4,10526,1,orange,N,X,A,orange,N,X
LTx,4,11854,186,orange,N,X,H,orange,N,X
LTx,4,14666,52,orange,N,X,H,orange,N,X
LTx,4,14718,1,orange,N,X,A,orange,N,X
LTx,4,15109,1,orange,N,X,A,orange,N,X
LTx,4,15123,1,orange,N,X,A,orange,N,X
LTx,4,15141,1,orange,N,X,A,orange,N,X
LTx,4,15164,1,orange,N,X,A,orange,N,X
LTx,4,15189,1,orange,N,X,A,orange,N,X
LTx,4,15407,1,orange,N,X,A,orange,N,X
LTx,4,15450,1,orange,N,X,A,orange,N,X
LTx,4,15479,1,orange,N,X,A,orange,N,X
LTx,4,15520,1,orange,N,X,A,orange,N,X
LTx,4,15613,1,orange,N,X,A,orange,N,X
LTx,4,15827,1,orange,N,X,A,orange,N,X
LTx,4,15879,1,orange,N,X,A,orange,N,X
LTx,4,15910,1,orange,N,X,A,orange,N,X
LTx,4,15977,1,orange,N,X,A,orange,N,X
LTx,4,15989,1,orange,N,X,A,orange,N,X
LTx,4,16010,1,orange,N,X,A,orange,N,X
LTx,4,16066,1,orange,N,X,A,orange,N,X
LTx,4,16077,1,orange,N,X,A,orange,N,X
LTx,4,16089,1,orange,N,X,A,orange,N,X
LTx,4,16100,1,orange,N,X,A,orange,N,X
